College Code,College Name,Branch Code,Branch Rank,Integrated Rank,Gender,Region,Caste,Seat Category
GURU,"GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS), IBRAHIMPATAN",ECE,1624,5602,F,OU,BC_D,BC_D_GIRLS_OU
GURU,"GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS), IBRAHIMPATAN",CSM,1147,5604,F,OU,SC,SC_GEN_OU
KUCESF,"K U COLLEGE OF ENGG  KOTHAGUDEM - SELF FINANCE, KOTHAGUDEM",MIN,100,5606,M,OU,BC_A,BC_A_GEN_OU
KUCE,"K U COLLEGE OF ENGG  KOTHAGUDEM, KOTHAGUDEM",CSE,1125,5606,M,OU,BC_D,BC_D_GEN_OU
GLWC,"GOKARAJU LAILAVATHI WOMENS ENGINEERING COLLEGE, BACHUPALLY",CSE,1625,5608,F,OU,OC,EWS_GIRLS_OU
TKEM,"TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS), MIRPET",CSE,1148,5610,M,OU,BC_A,BC_A_GEN_OU
VGNT,"VIGNAN INSTITUTE OF TECHNOLOGY AND SCI, DESHMUKHI",INF,778,5611,M,OU,BC_D,BC_D_GIRLS_OU
VBIT,"VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS), GHATKESAR",CSE,1126,5614,M,SVU,SC,SC_GEN_UR
JMTS,"JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS), KARIMNAGAR",CIV,1149,5615,F,OU,SC,SC_GEN_OU
JNTH,"JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD, HYDERABAD",MET,22,5617,F,OU,BC_A,OC_GIRLS_OU
INDU,"SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), IBRAHIMPATAN",CSE,1627,5617,F,OU,BC_B,BC_B_GIRLS_OU
KMEC,"KESHAV MEMORIAL ENGINEERING COLLEGE, KACHWANISINGARAM",CSM,780,5618,M,OU,BC_D,BC_D_GEN_OU
VBIT,"VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS), GHATKESAR",MEC,781,5622,F,OU,SC,SC_GEN_OU
DCET,"DECCAN COLLEGE OF ENGINEERING AND TECHNOLOGY, DARUSSALAM",CIV,1151,5622,M,OU,BC_E,MUS_GEN_OU
IARE,"INSTITUTE OF AERONAUTICAL ENGINEERING, DUNDIGAL",MEC,782,5624,M,OU,OC,EWS_GEN_OU
MVSR,"M V S R ENGINEERING COLLEGE (AUTONOMOUS), NADERGUL",INF,1127,5626,F,OU,OC,EWS_GIRLS_OU
VJIT,"VIDYAJYOTHI INSTITUTE OF TECHNOLOGY AUTONOMOUS, MOINABAD",ECE,1630,5626,M,OU,SC,SC_GEN_OU
VAGE,"VAAGDEVI COLLEGE OF ENGINEERING (AUTONOMOUS), WARANGAL",CIV,1152,5628,F,OU,SC,SC_GIRLS_OU
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",ECE,1631,5628,F,OU,BC_A,BC_A_GIRLS_OU
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",INF,1153,5630,M,OU,BC_B,BC_B_GEN_OU
AKIT,"ABDULKALAM INST OF TECHNOLOGY AND SCI, KOTHAGUDEM",ECE,1632,5631,M,OU,BC_B,BC_A_GEN_OU
TKRC,"T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), MIRPET",EEE,732,5634,F,OU,BC_B,BC_B_GIRLS_OU
KMEC,"KESHAV MEMORIAL ENGINEERING COLLEGE, KACHWANISINGARAM",CSM,1129,5634,F,OU,BC_D,BC_D_GEN_OU
BIET,"BHARAT INSTITUTE OF ENGG AND TECHNOLOGY, IBRAHIMPATNAM",ECE,1633,5634,F,OU,BC_B,BC_B_GIRLS_UR
KUEWSF,"UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS, WARANGAL",EEE,733,5636,F,OU,BC_E,BC_E_GIRLS_OU
JPNE,"JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING, MAHABUBNAGAR",CSE,735,5639,F,OU,BC_A,OC_GIRLS_OU
KUEWSF,"UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS, WARANGAL",EEE,735,5639,F,OU,BC_B,OC_GIRLS_OU
JOGI,"JOGINPALLY B R ENGINEERING COLLEGE (AUTONOMOUS), YENKAPALLY",ECE,1634,5639,M,OU,BC_B,BC_B_GEN_UR
SPHN,"SPHOORTHY ENGINEERING COLLEGE, NADERGUL",CSM,36,5643,M,OU,OC,SC_GEN_OU
VGWL,"VAGDEVI ENGINEERING COLLEGE (AUTONOMOUS), WARANGAL",CSE,784,5644,M,OU,BC_E,BC_E_GIRLS_OU
GURU,"GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS), IBRAHIMPATAN",CSE,1636,5646,F,OU,BC_B,BC_B_GIRLS_OU
MRCE,"MALLA REDDY COLLEGE OF ENGINEERING, MYSAMMAGUDA",CSM,1154,5648,M,OU,BC_B,BC_B_GEN_OU
VBIT,"VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS), GHATKESAR",MEC,786,5649,F,OU,BC_B,BC_B_GIRLS_OU
CMRG,"CMR TECHNICAL CAMPUS (AUTONOMOUS), KANDLAKOYA",CSD,1638,5652,F,OU,OC,ST_GIRLS_OU
JNWN,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY, NARSINGAYAPALLY VILLAGE",ECE,1639,5654,F,OU,BC_D,BC_B_GIRLS_OU
JPNE,"JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING, MAHABUBNAGAR",CSE,1132,5655,M,OU,BC_B,OC_GEN_UR
GNIT,"GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS), IBRAHIMPATAN",CSM,787,5656,F,OU,BC_D,BC_D_GIRLS_UR
MREC,"MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS), MAISAMMAGUDA",CSE,1133,5657,F,OU,BC_D,BC_D_PHH_GEN_OU
AITH,"ANNAMACHARYA INST OF TECHNOLOGY AND SCI, HAYATHNAGAR",CSE,1641,5661,F,OU,BC_D,BC_D_GIRLS_OU
SNIS,"SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY, GHATKESAR",INF,1134,5662,M,OU,BC_B,BC_E_GEN_UR
MGHA,"MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN, GHATKESAR",CSE,1135,5663,F,OU,BC_B,BC_A_GIRLS_UR
BITN,"BALAJI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS), NARSAMPET",EEE,739,5665,M,OU,BC_B,BC_B_GEN_OU
KITS,"KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI, WARANGAL",CSE,1136,5665,M,OU,BC_D,BC_D_GEN_OU
NAWB,"NAWAB SHAH ALAM KHAN COLL OF ENGG AND TECH (AUTONOMOUS), NEW MALAKPET",CSM,790,5668,M,OU,BC_E,MUS_GEN_UR
KTKM,"KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE, HUZURABAD",AIM,1642,5668,F,OU,BC_B,BC_B_GEN_OU
CMRG,"CMR TECHNICAL CAMPUS (AUTONOMOUS), KANDLAKOYA",CSM,1156,5670,M,OU,SC,SC_GEN_OU
MLRD,"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY (AUTONOMOUS), MYSAMMAGUDA",CSD,791,5672,M,OU,BC_B,SC_GEN_OU
CMRK,"C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), KANDLAKOYA",CSE,1138,5673,M,OU,SC,ST_GEN_UR
ARJN,"ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE, BATASINGARAM",ECE,1645,5676,F,OU,BC_B,BC_B_GIRLS_OU
JMTS,"JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS), KARIMNAGAR",ECE,1645,5676,F,OU,BC_B,SC_GIRLS_OU
MVSR,"M V S R ENGINEERING COLLEGE (AUTONOMOUS), NADERGUL",CSM,1139,5678,M,OU,BC_E,BC_E_GEN_OU
JNWN,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY, NARSINGAYAPALLY VILLAGE",ECE,1647,5680,F,OU,BC_B,BC_B_GIRLS_UR
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CSE,1140,5681,F,OU,BC_B,BC_B_GEN_OU
VJIT,"VIDYAJYOTHI INSTITUTE OF TECHNOLOGY AUTONOMOUS, MOINABAD",CSE,1141,5682,M,OU,BC_D,BC_D_GEN_OU
BVRI,"B V RAJU INSTITUTE OF TECHNOLOGY, NARSAPUR",CSE,1142,5683,F,OU,BC_A,BC_A_GEN_UR
DCET,"DECCAN COLLEGE OF ENGINEERING AND TECHNOLOGY, DARUSSALAM",ECE,1648,5684,F,OU,BC_E,MUS_GEN_UR
MRIT,"MALLAREDDY INST OF TECHNOLOGY AND SCI (AUTONOMOUS), MAISAMMAGUDA",ECE,1649,5685,F,OU,BC_B,BC_B_GIRLS_OU
INDU,"SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), IBRAHIMPATAN",CSE,1143,5686,F,OU,BC_B,OC_GIRLS_UR
BIET,"BHARAT INSTITUTE OF ENGG AND TECHNOLOGY, IBRAHIMPATNAM",ECE,1650,5687,M,OU,OC,EWS_GEN_OU
HOLY,"HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS), KEESARA",ECE,1651,5688,M,OU,BC_B,BC_B_GEN_OU
IARE,"INSTITUTE OF AERONAUTICAL ENGINEERING, DUNDIGAL",CSE,1144,5690,M,OU,BC_D,BC_D_GEN_OU
MRTN,"ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS), DHULAPALLY",CSG,1158,5690,M,OU,BC_B,BC_B_GEN_OU
SNIS,"SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY, GHATKESAR",CSE,1145,5692,F,OU,BC_D,BC_D_GIRLS_UR
MLRS,"MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",INF,740,5693,M,OU,BC_B,BC_B_GEN_OU
TKRC,"T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), MIRPET",CSM,1160,5694,M,OU,BC_B,BC_A_GEN_OU
CMRK,"C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), KANDLAKOYA",CSM,1146,5695,M,OU,BC_B,BC_B_GEN_OU
VGNT,"VIGNAN INSTITUTE OF TECHNOLOGY AND SCI, DESHMUKHI",CSD,1652,5696,M,OU,BC_D,BC_C_GEN_OU
CHTN,"SREE CHAITANYA COLLEGE OF ENGINEERING, KARIMNAGAR",EEE,741,5698,F,OU,BC_B,OC_GIRLS_OU
JPNE,"JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING, MAHABUBNAGAR",ECE,1653,5698,F,OU,BC_E,OC_GIRLS_OU
BVRI,"B V RAJU INSTITUTE OF TECHNOLOGY, NARSAPUR",CSE,1147,5700,M,OU,SC,SC_GEN_OU
MECS,"MATRUSRI ENGINEERING COLLEGE, HYDERABAD",CME,1655,5702,M,OU,BC_B,BC_E_GEN_OU
MLRD,"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY (AUTONOMOUS), MYSAMMAGUDA",ANE,794,5703,M,OU,BC_A,BC_A_GEN_OU
TKRC,"T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), MIRPET",ECE,1656,5704,M,OU,BC_A,BC_A_GEN_OU
MREC,"MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS), MAISAMMAGUDA",CSC,742,5705,M,OU,BC_A,BC_A_GEN_OU
DCET,"DECCAN COLLEGE OF ENGINEERING AND TECHNOLOGY, DARUSSALAM",CSE,1658,5708,M,OU,BC_E,MUS_GEN_OU
GCTC,"GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), KEESARA",CSE,1149,5714,F,OU,OC,EWS_GEN_UR
TKRC,"T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), MIRPET",INF,743,5715,M,OU,BC_B,BC_B_GIRLS_OU
VGNT,"VIGNAN INSTITUTE OF TECHNOLOGY AND SCI, DESHMUKHI",CSE,745,5720,M,OU,SC,SC_GEN_OU
SIEI,"SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY (AUTONOMOUS), IBRAHIMPATAN",CIV,1163,5720,F,OU,ST,ST_GIRLS_OU
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CSM,1662,5721,M,OU,BC_B,BC_B_GEN_OU
KMIT,"KESHAV MEMORIAL INST OF TECHNOLOGY, NARAYANAGUDA",CSM,1150,5722,M,OU,BC_E,BC_E_GEN_OU
JBIT,"J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS), YENKAPALLY",CSE,1151,5725,F,OU,BC_B,BC_B_GEN_UR
VMEG,"VARDHAMAN COLLEGE OF ENGINEERING, SHAMSHABAD",CSE,1152,5726,F,SVU,ST,ST_GEN_UR
SRIW,"SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN, HASANPARTHY",ECE,1663,5727,F,OU,BC_B,BC_A_GIRLS_OU
NNRG,"NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS), GHATKESAR",CSE,1164,5728,M,OU,BC_E,BC_E_GEN_OU
MGUNSF,"MGU COLLEGE OF ENGINEERING AND TECHNOLOGY, NALGONDA",CSE,1154,5732,F,OU,BC_D,OC_GEN_OU
INDI,"SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS), IBRAHIMPATAN",AID,1664,5732,M,OU,BC_D,SC_GEN_OU
CMRM,"CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS), KANDLAKOYA",CSE,1155,5733,M,OU,BC_D,OC_GEN_OU
CMRK,"C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), KANDLAKOYA",AIM,101,5736,M,OU,ST,ST_GEN_OU
KUWL,"KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",EEE,747,5738,F,OU,SC,SC_GIRLS_OU
MREM,"MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES, MEDCHAL",ECE,1666,5738,F,OU,BC_D,BC_C_GEN_OU
KMIT,"KESHAV MEMORIAL INST OF TECHNOLOGY, NARAYANAGUDA",CSE,1157,5741,F,OU,SC,SC_GIRLS_OU
MGIT,"MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS), GANDIPET",CSE,1158,5742,F,OU,SC,SC_GEN_OU
KUWLSF,"KU COLLEGE OF ENGINEERING  AND TECHNOLOGY - SELF FINANCE, WARANGAL",CIV,1166,5743,F,OU,ST,ST_GIRLS_OU
MGIT,"MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS), GANDIPET",INF,1159,5744,M,OU,BC_D,BC_D_GEN_OU
VGSE,"VAAGESHWARI COLL OF ENGINEERING, KARIMNAGAR",ECE,1667,5745,F,OU,BC_E,SC_GEN_OU
JBIT,"J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS), YENKAPALLY",ECE,1668,5747,F,OU,BC_A,BC_A_GEN_OU
SVIT,"SWAMI VIVEKANANDA INST OF TECHNOLOGY, SECUNDERABAD",CSC,1167,5749,M,OU,BC_B,BC_A_GEN_OU
VREC,"VIJAYA RURAL ENGINEERING COLLEGE, NIZAMABAD",EEE,749,5751,M,OU,BC_D,BC_D_GEN_OU
JNWN,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY, NARSINGAYAPALLY VILLAGE",ECE,1669,5752,F,OU,BC_B,OC_GIRLS_OU
MRET,"MALLAREDDY INST OF ENGG AND TECHNOLOGY (AUTONOMOUS), MAISAMMAGUDA",CSE,1168,5753,M,OU,BC_E,BC_E_GEN_OU
PALV,"PALLAVI ENGINEERING COLLEGE, KUNTLOOR",CSE,1161,5754,M,OU,BC_D,BC_D_GEN_UR
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CSE,1169,5755,M,OU,SC,SC_GEN_OU
KUCE,"K U COLLEGE OF ENGG  KOTHAGUDEM, KOTHAGUDEM",EEE,750,5758,M,OU,SC,SC_GEN_UR
INDU,"SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), IBRAHIMPATAN",CSE,799,5758,M,OU,BC_A,BC_A_GEN_OU
VJIT,"VIDYAJYOTHI INSTITUTE OF TECHNOLOGY AUTONOMOUS, MOINABAD",ECE,1670,5759,M,OU,SC,SC_GEN_OU
KITS,"KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI, WARANGAL",ECE,1671,5761,M,OU,BC_E,BC_E_GEN_OU
INDU,"SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), IBRAHIMPATAN",INF,752,5764,M,OU,BC_D,BC_D_GIRLS_OU
KUCESF,"K U COLLEGE OF ENGG  KOTHAGUDEM - SELF FINANCE, KOTHAGUDEM",EEE,753,5766,M,OU,BC_D,OC_GEN_OU
SDEW,"SRIDEVI WOMENS ENGINEERING COLLEGE AUTONOMOUS, GANDIPET",ECE,1672,5767,F,OU,BC_B,BC_B_GIRLS_OU
NREC,"NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",MEC,801,5768,M,OU,BC_D,BC_D_GEN_OU
JNWN,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY, NARSINGAYAPALLY VILLAGE",CSE,39,5770,F,OU,BC_B,BC_B_GEN_OU
MVSR,"M V S R ENGINEERING COLLEGE (AUTONOMOUS), NADERGUL",INF,1162,5771,M,OU,BC_B,BC_B_GEN_OU
SRHP,"SR UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE) , HASANPARTHY",MEC,802,5772,M,OU,SC,SC_GEN_OU
JNWN,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY, NARSINGAYAPALLY VILLAGE",CSM,754,5774,M,OU,BC_A,BC_A_GEN_UR
KUEWSF,"UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS, WARANGAL",EEE,755,5776,F,OU,BC_D,OC_GIRLS_OU
JNTS,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING  SULTANPUR, SULTANPUR",CSE,1163,5776,F,OU,SC,SC_GEN_OU
MLID,"M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS), DUNDIGAL",CSI,1172,5777,F,OU,BC_B,SC_GIRLS_OU
HITM,"HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS), MEDCHAL",CSC,804,5778,M,OU,BC_B,BC_B_GEN_OU
SISG,"SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES (AUTONOMOUS), GHATKESAR",ECE,1674,5780,M,OU,BC_B,BC_B_GEN_OU
GRRR,"GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH, MIYAPUR",CSD,1165,5782,M,OU,SC,SC_GEN_OU
CMRM,"CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS), KANDLAKOYA",CSD,805,5783,M,OU,OC,EWS_GEN_OU
JBIT,"J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS), YENKAPALLY",CSE,1676,5784,F,OU,BC_B,BC_B_GIRLS_OU
GLOB,"GLOBAL INST OF ENGINEERING AND TECHNOLOGY, CHILKUR",CIV,1173,5785,M,OU,BC_B,BC_B_GEN_OU
KNRR,"KASIREDDY NARAYANAREDDY COLL ENGG RES, HAYATHNAGAR",CSE,1166,5786,F,OU,BC_B,OC_GEN_UR
GCTC,"GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), KEESARA",ECE,1677,5787,F,OU,SC,SC_GEN_OU
SDES,"SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE (AUTONOMOUS), IBRAHIMPATAN",EEE,756,5789,F,OU,BC_D,BC_D_GIRLS_OU
MREC,"MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS), MAISAMMAGUDA",CSC,806,5792,M,OU,BC_A,BC_A_GEN_OU
MREW,"MALLA REDDY COLLEGE OF ENGINEERING FOR WOMEN, MAISAMMAGUDA",CSE,1174,5792,F,OU,BC_D,BC_D_GIRLS_OU
MGUNSF,"MGU COLLEGE OF ENGINEERING AND TECHNOLOGY, NALGONDA",CSE,1678,5792,M,OU,BC_E,BC_E_GEN_OU
CMRM,"CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS), KANDLAKOYA",CSE,1168,5794,M,AU,ST,ST_GIRLS_UR
CHTN,"SREE CHAITANYA COLLEGE OF ENGINEERING, KARIMNAGAR",ECE,1679,5794,F,OU,OC,EWS_GEN_OU
ANRK,"ANURAG ENGINEERING COLLEGE AUTONOMOUS, KODAD",CSE,1175,5795,F,OU,OC,EWS_GIRLS_OU
HOLY,"HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS), KEESARA",EEE,758,5798,M,OU,SC,SC_GEN_OU
GLWC,"GOKARAJU LAILAVATHI WOMENS ENGINEERING COLLEGE, BACHUPALLY",INF,1680,5798,F,OU,OC,EWS_GIRLS_OU
TKEM,"TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS), MIRPET",ECE,1681,5799,M,OU,OC,EWS_GEN_OU
MHVR,"MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY, BANDLAGUDA",MEC,807,5800,M,OU,SC,SC_GIRLS_OU
SNTI,"SCIENT INSTITUTE OF TECHNOLOGY, IBRAHIMPATAN",EEE,759,5801,M,OU,BC_D,BC_D_GEN_OU
VGWL,"VAGDEVI ENGINEERING COLLEGE (AUTONOMOUS), WARANGAL",ECE,1682,5802,M,OU,SC,SC_GEN_OU
CMRK,"C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), KANDLAKOYA",ECE,1683,5804,M,OU,ST,ST_GEN_OU
SRYS,"SREYAS INST OF ENGG AND TECHNOLOGY (AUTONOMOUS), NAGOLE",CSD,1684,5805,M,OU,BC_B,BC_B_GEN_OU
MRCE,"MALLA REDDY COLLEGE OF ENGINEERING, MYSAMMAGUDA",CSM,808,5806,M,OU,BC_D,BC_D_GEN_OU
MECS,"MATRUSRI ENGINEERING COLLEGE, HYDERABAD",ECE,1686,5808,M,OU,ST,ST_GEN_OU
VAGE,"VAAGDEVI COLLEGE OF ENGINEERING (AUTONOMOUS), WARANGAL",EEE,762,5810,M,OU,BC_A,BC_A_GEN_OU
BITN,"BALAJI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS), NARSAMPET",ECE,1688,5813,F,OU,BC_D,BC_D_GIRLS_OU
KITS,"KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI, WARANGAL",CSN,809,5814,M,OU,SC,SC_GEN_OU
CMRG,"CMR TECHNICAL CAMPUS (AUTONOMOUS), KANDLAKOYA",INF,764,5815,M,OU,BC_D,SC_GEN_OU
SDES,"SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE (AUTONOMOUS), IBRAHIMPATAN",EEE,772,5823,M,OU,BC_B,BC_B_GEN_OU
KUCE,"K U COLLEGE OF ENGG  KOTHAGUDEM, KOTHAGUDEM",EEE,773,5824,F,OU,SC,SC_GIRLS_OU
VAGE,"VAAGDEVI COLLEGE OF ENGINEERING (AUTONOMOUS), WARANGAL",CSM,774,5825,M,OU,BC_D,BC_D_GIRLS_UR
GLWC,"GOKARAJU LAILAVATHI WOMENS ENGINEERING COLLEGE, BACHUPALLY",INF,775,5826,F,SVU,OC,EWS_GIRLS_UR
MGHA,"MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN, GHATKESAR",EEE,776,5827,F,OU,BC_D,BC_D_GIRLS_OU
GNIT,"GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS), IBRAHIMPATAN",CSE,1169,5828,M,OU,BC_A,OC_GEN_OU
HITM,"HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS), MEDCHAL",CSD,777,5829,M,OU,BC_B,BC_B_GEN_OU
VBIT,"VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS), GHATKESAR",CSD,810,5832,M,OU,BC_D,SC_GEN_OU
JNTR,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA SIRCILLA, AGRAHARAM RAJANNA SIRCILLA",EEE,780,5833,M,OU,ST,ST_GEN_OU
VMTW,"VIGNANS INST OF MANAGEMENT AND TECH FOR WOMEN, GHATKESAR",CSD,782,5835,F,OU,BC_A,OC_GIRLS_OU
DCET,"DECCAN COLLEGE OF ENGINEERING AND TECHNOLOGY, DARUSSALAM",EEE,782,5835,M,OU,BC_E,MUS_GEN_OU
CHET,"SRI CHAITANYA TECHNICAL CAMPUS, IBRAHIMPATAN",EEE,784,5837,M,OU,BC_D,OC_PHV_GEN_OU
SDES,"SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE (AUTONOMOUS), IBRAHIMPATAN",EEE,785,5838,F,OU,BC_E,BC_E_GEN_OU
JNTR,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA SIRCILLA, AGRAHARAM RAJANNA SIRCILLA",EEE,786,5839,F,OU,BC_C,BC_C_GIRLS_UR
CMRN,"CMR ENGG COLLEGE (AUTONOMOUS), KANDLAKOYA",CSE,787,5840,M,OU,BC_E,BC_E_GEN_OU
TKEM,"TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS), MIRPET",INF,1176,5841,F,OU,BC_A,BC_E_GIRLS_OU
MRCW,"MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS), MAISAMMAGUDA",INF,1689,5842,F,OU,BC_D,SC_GIRLS_OU
KUCESF,"K U COLLEGE OF ENGG  KOTHAGUDEM - SELF FINANCE, KOTHAGUDEM",MIN,103,5843,M,OU,SC,SC_GEN_OU
JMTS,"JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS), KARIMNAGAR",CIV,1179,5847,F,OU,BC_D,BC_D_GIRLS_OU
JNWN,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY, NARSINGAYAPALLY VILLAGE",CIV,1180,5848,M,OU,BC_B,BC_B_GEN_OU
CMRG,"CMR TECHNICAL CAMPUS (AUTONOMOUS), KANDLAKOYA",CSM,1170,5850,M,SVU,BC_E,OC_GEN_UR
SRYS,"SREYAS INST OF ENGG AND TECHNOLOGY (AUTONOMOUS), NAGOLE",CSD,812,5851,M,OU,BC_D,BC_D_GIRLS_OU
NRCM,"NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS), MAISAMMAGUDA",ECE,1691,5852,F,OU,BC_D,BC_D_GIRLS_OU
AVNI,"AVN INST OF ENGG TECHNOLOGY (AUTONOMOUS), IBRAHIMPATAN",ECE,1692,5853,M,OU,BC_D,BC_C_GEN_UR
JNTR,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA SIRCILLA, AGRAHARAM RAJANNA SIRCILLA",MEC,813,5854,M,OU,BC_A,BC_A_GEN_OU
MRCE,"MALLA REDDY COLLEGE OF ENGINEERING, MYSAMMAGUDA",CSE,1181,5856,F,OU,BC_B,BC_B_GIRLS_OU
CBIT,"CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY, GANDIPET",INF,1171,5858,F,OU,SC,SC_GEN_OU
