College Code,College Name,Branch Code,Branch Rank,Integrated Rank,Gender,Region,Caste,Seat Category,Allotment Year
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",EEE,154,1060,F,OU,BC_D,OC_GIRLS_OU,2021
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",CSE,307,3035,F,OU,BC_B,OC_GIRLS_OU,2020
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",EEE,328,1974,M,OU,BC_D,OC_GEN_OU,2021
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",MEC,351,2194,M,OU,BC_B,OC_GEN_OU,2020
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",EEE,359,1451,M,OU,BC_D,OC_GEN_OU,2020
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",CSE,418,5459,M,OU,BC_A,BC_A_GEN_OU,2020
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",MEC,419,2319,M,OU,BC_D,OC_GEN_OU,2021
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",CSE,451,4553,M,OU,BC_D,OC_GEN_OU,2020
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",EEE,474,3897,M,OU,BC_A,BC_A_GEN_OU,2023
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",EEE,518,2129,M,OU,BC_B,BC_B_GEN_OU,2020
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",EEE,619,4753,M,OU,BC_D,OC_GEN_OU,2023
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",EEE,640,4994,M,OU,BC_B,BC_B_GEN_OU,2023
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",EEE,655,5038,M,OU,SC,SC_GEN_OU,2023
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",EEE,659,3764,M,OU,BC_D,BC_D_GEN_OU,2021
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",ECE,685,2603,M,OU,BC_B,BC_B_GEN_OU,2023
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",EEE,704,4024,M,OU,BC_B,BC_B_GEN_OU,2021
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",MEC,712,3573,M,OU,BC_B,BC_B_GEN_OU,2021
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",ECE,771,3380,F,OU,BC_A,OC_CAP_GEN_UR(0),2020
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",EEE,832,6184,F,OU,BC_D,BC_D_GIRLS_OU,2023
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",CSE,847,8195,F,OU,BC_D,OC_GIRLS_OU,2021
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",MEC,850,4681,M,OU,BC_B,BC_B_GEN_OU,2020
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",MEC,863,4728,F,OU,BC_B,OC_GIRLS_OU,2020
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",CSE,865,8361,M,OU,BC_E,OC_GEN_OU,2021
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",CSE,916,4333,M,OU,SC,SC_GEN_OU,2021
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",MEC,985,4528,M,OU,BC_B,BC_B_GEN_OU,2021
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",MEC,985,5260,M,OU,BC_D,BC_D_GEN_OU,2020
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",ECE,993,4451,M,OU,BC_D,OC_GEN_OU,2020
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",CSE,1000,10127,F,OU,SC,OC_GEN_OU,2021
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",MEC,1066,4794,M,OU,ST,ST_GIRLS_OU,2021
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",MEC,1078,7593,M,OU,BC_D,BC_D_GEN_OU,2023
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",EEE,1129,5169,F,OU,BC_D,BC_D_GIRLS_OU,2020
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",MEC,1137,7997,M,OU,SC,SC_GEN_OU,2023
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",MEC,1141,8021,M,OU,SC,SC_GIRLS_OU,2023
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",EEE,1169,6775,M,OU,SC,SC_GEN_OU,2021
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",CSE,1231,6241,M,OU,BC_B,BC_B_GEN_OU,2023
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",ECE,1252,6579,F,OU,BC_D,OC_CAP_GIRLS_UR(0),2021
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",EEE,1257,5768,F,OU,BC_A,BC_A_GEN_OU,2020
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",ECE,1294,6779,M,OU,BC_B,OC_GEN_OU,2021
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",CSE,1324,14013,F,OU,BC_B,BC_B_GEN_OU,2021
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",MEC,1354,9245,M,OU,BC_B,BC_B_GEN_OU,2023
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",ECE,1423,6459,F,OU,BC_D,BC_D_GIRLS_OU,2020
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",EEE,1451,6652,F,OU,SC,SC_GIRLS_OU,2020
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",ECE,1502,6785,F,OU,BC_D,BC_D_GEN_OU,2020
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",EEE,1522,6890,M,OU,BC_D,OC_PHH_GEN_OU,2020
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",CSE,1523,17885,F,OU,BC_B,BC_B_GIRLS_OU,2020
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",CSE,1549,7131,F,OU,BC_D,BC_D_GEN_OU,2020
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",ECE,1575,8464,M,OU,BC_A,BC_A_GEN_OU,2021
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",MEC,1614,10753,M,OU,BC_A,BC_A_GEN_OU,2023
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",ECE,1644,7412,F,OU,BC_A,BC_A_GEN_OU,2020
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",CSE,1649,7533,M,OU,BC_D,BC_D_GEN_OU,2020
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",ECE,1660,7521,M,OU,BC_B,BC_B_GEN_OU,2020
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",MEC,1663,6934,M,OU,BC_A,BC_A_GEN_OU,2021
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",CSM,1685,6891,M,OU,BC_D,BC_D_GEN_OU,2021
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",ECE,1863,6353,M,OU,BC_A,BC_E_GEN_OU,2023
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",ECE,2023,9429,M,OU,BC_B,BC_B_GEN_OU,2020
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",ECE,2035,6881,M,OU,SC,SC_GEN_OU,2023
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",CSE,2102,12554,M,OU,OC,OC_GEN_OU,2023
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",EEE,2145,12475,F,OU,OC,EWS_GIRLS_OU,2023
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",CSE,2171,9176,F,OU,SC,SC_GIRLS_OU,2021
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",MEC,2342,14635,M,OU,BC_A,BC_A_GIRLS_OU,2023
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",CSM,2379,13297,M,OU,SC,ST_GEN_OU,2023
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",ECE,2383,11161,F,OU,SC,SC_GEN_OU,2020
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",EEE,2395,13345,F,OU,ST,ST_GIRLS_OU,2023
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",ECE,2423,8222,F,OU,BC_B,BC_B_GIRLS_OU,2023
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",CSM,2464,13720,M,OU,BC_D,BC_D_GIRLS_OU,2021
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",ECE,2482,8397,F,OU,BC_B,BC_B_GIRLS_OU,2023
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",CSM,2532,8542,M,OU,OC,SC_GEN_OU,2023
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",ECE,2608,14457,F,OU,BC_B,BC_B_GIRLS_OU,2021
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",MEC,2649,12342,M,OU,BC_C,BC_C_GEN_OU,2020
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",CSE,2652,17442,F,OU,BC_E,OC_GIRLS_OU,2023
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",CSE,2662,14695,M,OU,BC_E,BC_E_GEN_OU,2023
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",CSM,2782,10968,M,OU,BC_B,BC_B_GEN_OU,2021
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",CSM,2822,16921,M,OU,BC_B,BC_B_GIRLS_OU,2023
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",ECE,2867,13890,F,OU,SC,SC_GIRLS_OU,2020
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",ECE,3095,17262,M,OU,SC,SC_GEN_OU,2021
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",CSE,3103,18198,M,OU,BC_A,BC_A_GIRLS_OU,2023
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",CSM,3124,18312,M,OU,BC_A,BC_E_GEN_OU,2023
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",CSE,3140,17552,M,OU,ST,ST_GEN_OU,2023
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",ECE,3204,17762,M,OU,SC,SC_GEN_OU,2021
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",ECE,3205,15771,M,OU,BC_E,BC_E_GEN_OU,2020
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",ECE,3380,11813,F,OU,SC,SC_GEN_OU,2023
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",CSM,3604,14336,M,OU,OC,OC_GIRLS_OU,2021
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",CSM,3647,20579,M,OU,ST,ST_GIRLS_OU,2023
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",ECE,3701,18982,M,OU,ST,ST_GIRLS_UR,2020
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",CSM,3805,20685,M,OU,BC_D,BC_D_GEN_OU,2021
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",CSM,3847,17001,M,OU,BC_D,BC_A_GEN_OU,2021
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",MEC,3870,17451,F,OU,SC,SC_GIRLS_OU,2020
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",CSM,3923,18564,M,OU,BC_B,BC_B_CAP_GEN_UR(0),2023
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",MEC,4069,16302,F,OU,SC,SC_GIRLS_OU,2021
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",ECE,4179,22535,M,OU,ST,ST_GIRLS_OU,2020
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",EEE,5178,22018,F,OU,SC,SC_NCC_GIRLS_OU(57),2021
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CSE,43,329,M,OU,BC_B,OC_PHV_GEN_OU,2020
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CIV,84,330,F,OU,BC_D,OC_GEN_OU,2023
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CIV,86,336,M,OU,BC_B,BC_B_GEN_OU,2023
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",MEC,95,500,M,OU,BC_B,OC_GEN_OU,2021
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CSE,119,1145,M,OU,SC,SC_GEN_OU,2020
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CIV,121,416,M,OU,BC_D,OC_GEN_OU,2021
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",EEE,128,1453,M,OU,BC_B,BC_B_GEN_OU,2023
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CIV,128,446,F,OU,BC_B,BC_B_GIRLS_OU,2021
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CIV,138,487,M,OU,BC_B,BC_B_GEN_OU,2021
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CSE,141,966,F,OU,BC_B,BC_B_GEN_OU,2021
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",EEE,141,546,F,OU,BC_B,OC_GEN_OU,2020
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CIV,151,1112,F,OU,BC_B,BC_B_GEN_UR,2020
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CIV,158,536,M,OU,ST,ST_GEN_OU,2021
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CSE,162,1650,M,OU,BC_B,OC_GEN_UR,2020
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CIV,179.1,1337.1,M,OU,BC_B,BC_B_GEN_OU,2020
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CSE,183,702,F,OU,OC,EWS_GIRLS_OU,2023
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",EEE,186,1200,M,OU,BC_B,OC_GEN_OU,2021
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CSE,188,1968,M,OU,BC_B,BC_B_GEN_OU,2020
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",INF,194,1376,M,OU,BC_D,SC_PHV_GEN_OU,2023
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",EEE,206,1306,M,OU,BC_D,OC_GEN_OU,2021
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CSD,207,20176,M,OU,ST,ST_GEN_OU,2023
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CIV,211,1551,F,OU,BC_B,OC_GIRLS_OU,2020
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",EEE,217,2219,M,OU,BC_B,BC_B_GEN_OU,2023
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",MEC,228,1210,M,OU,BC_B,BC_B_GEN_OU,2021
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CIV,230,923,M,OU,ST,ST_PHO_GEN_OU,2023
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",ECE,233,1007,F,OU,BC_B,OC_GIRLS_UR,2021
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",EEE,249,1527,M,OU,BC_D,BC_D_GEN_OU,2021
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CIV,250,999,F,OU,BC_B,BC_B_GIRLS_OU,2023
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CIV,273,1922,M,OU,ST,ST_GEN_OU,2020
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CIV,277,1118,M,OU,SC,SC_GEN_OU,2023
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CIV,303,2075,M,OU,BC_B,BC_B_GEN_OU,2020
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CSE,308,1222,M,OU,OC,EWS_GEN_OU,2023
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CSE,321,3196,F,OU,OC,OC_GIRLS_UR,2020
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",EEE,325,1288,F,OU,BC_D,BC_D_GIRLS_OU,2020
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",ECE,330,1482,F,OU,OC,OC_GIRLS_OU,2021
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CIV,341,2238,F,OU,BC_B,BC_B_GIRLS_OU,2020
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",ECE,346,1575,F,OU,OC,OC_GIRLS_OU,2021
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CSE,354,3408,M,OU,BC_D,OC_GEN_UR,2021
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CSM,382,1565,M,OU,OC,EWS_GEN_UR,2023
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CIV,392,1390,F,OU,BC_A,BC_A_GEN_OU,2021
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CSM,399,1712,M,OU,BC_B,BC_B_GEN_OU,2023
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",EEE,421,2471,M,OU,BC_A,BC_A_GEN_OU,2021
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CIV,422,2686,F,OU,BC_D,BC_D_GIRLS_OU,2020
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",ECE,424,1750,F,OU,BC_B,OC_GIRLS_OU,2020
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CSE,432,2380,F,OU,BC_B,BC_B_GEN_OU,2021
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CIV,433,1853,F,OU,BC_B,BC_B_GIRLS_OU,2023
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",MEC,441,2422,M,OU,BC_D,BC_D_GEN_OU,2021
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CIV,442,2796,M,OU,BC_A,BC_A_GEN_OU,2020
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",INF,455,6373,M,OU,BC_B,BC_B_GIRLS_OU,2020
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",ECE,461,1844,F,OU,BC_B,BC_B_GEN_OU,2023
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",EEE,463,2688,F,OU,BC_B,BC_B_GIRLS_OU,2021
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CSO,464,15721,M,OU,ST,ST_GIRLS_OU,2021
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CSD,468,2010,M,OU,BC_D,BC_D_GEN_OU,2023
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CSE,470,2726,F,OU,BC_D,BC_D_GEN_OU,2021
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",INF,475,2742,M,OU,OC,OC_GEN_OU,2021
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CSE,478,6905,M,OU,ST,ST_GEN_OU,2020
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",MEC,495,2716,M,OU,BC_A,BC_A_GEN_OU,2021
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",MEC,506,3021,M,OU,BC_B,BC_B_GEN_OU,2020
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",ECE,512,2201,F,OU,BC_D,BC_D_GIRLS_UR,2020
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",INF,519,2389,M,OU,OC,OC_CAP_GEN_UR(0),2021
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",ECE,527,2064,M,OU,BC_B,BC_B_GEN_OU,2023
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",MEC,528,3834,M,OU,BC_A,BC_A_GEN_OU,2023
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CSE,530,3040,M,OU,BC_B,BC_B_PHV_GEN_OU,2021
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CSD,535,2469,M,OU,BC_D,BC_D_GEN_OU,2021
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CSM,543,2401,M,OU,BC_B,BC_B_GEN_OU,2023
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",MEC,559,4046,F,OU,BC_B,BC_B_GIRLS_OU,2023
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CIV,561,3463,M,OU,SC,SC_GEN_OU,2020
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",EEE,563,2324,M,OU,BC_A,BC_A_GEN_OU,2020
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",INF,580,2672,F,OU,BC_A,OC_GIRLS_OU,2021
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CIV,586,2122,F,OU,SC,SC_GIRLS_OU,2021
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",MEC,591,3446,M,OU,BC_A,BC_A_GEN_OU,2020
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",ECE,629,2735,F,OU,BC_D,BC_D_GIRLS_OU,2020
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",ECE,638,2459,F,OU,BC_B,BC_B_GEN_OU,2023
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",ECE,644,2468,F,OU,BC_D,BC_D_GIRLS_OU,2023
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CSE,648,7445,M,OU,BC_D,OC_GEN_OU,2020
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CSM,654,2373,M,OU,BC_B,BC_B_GEN_OU,2021
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",MEC,658,4768,M,OU,BC_D,BC_D_GEN_OU,2023
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",ECE,661,2511,M,OU,OC,EWS_GEN_OU,2023
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CIV,667,3977,M,OU,BC_A,BC_A_GEN_OU,2020
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CSD,671,5070,M,OU,BC_D,OC_NCC_GEN_OU(55),2023
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",ECE,673,2937,F,OU,BC_B,BC_B_GIRLS_OU,2020
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",MEC,681,3872,M,OU,BC_D,BC_D_GEN_OU,2020
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",ECE,683,2596,M,OU,BC_D,BC_D_GEN_OU,2023
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CSM,684,3477,M,OU,BC_A,BC_A_GIRLS_OU,2021
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",EEE,686,2942,M,OU,BC_A,BC_A_GEN_OU,2020
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",ECE,712,3136,M,OU,BC_B,BC_B_GEN_OU,2020
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",ECE,718,3160,M,OU,OC,OC_PHV_GEN_OU,2020
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",ECE,752,3700,F,OU,BC_A,BC_A_GIRLS_OU,2021
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CSE,772,3806,F,OU,BC_A,BC_A_GIRLS_OU,2021
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",EEE,810,4670,F,OU,BC_D,BC_D_GIRLS_OU,2021
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CSM,844,4880,M,OU,BC_D,BC_D_GEN_OU,2021
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CSE,846,3851,M,OU,BC_B,BC_B_GEN_UR,2023
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CSE,856,6292,M,OU,SC,SC_GEN_OU,2023
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CSE,860,10134,F,OU,BC_E,BC_E_CAP_GEN_UR(0),2020
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",ECE,866,3858,F,OU,BC_D,BC_D_GEN_OU,2020
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",ECE,869,4410,M,OU,BC_B,BC_B_GEN_OU,2021
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CSO,885,6348,M,OU,OC,SC_GEN_OU,2023
