Institute Code,Institute Name,Place,Dist. Name,Region,College,Minority,Co-,Affil.,Branch,fee,Convener Seats
TCTK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,KARIMNAGAR,KRM,OU,PVT,NA,COED,JNTUH,CSE,65000,7
TCTK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,KARIMNAGAR,KRM,OU,PVT,NA,COED,JNTUH,ECE,65000,6
TCTK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,KARIMNAGAR,KRM,OU,PVT,NA,COED,JNTUH,EEE,65000,7
TEJA,TEJA COLLEGE OF PHARMACY,KODADA,SRP,OU,PVT,NA,COED,JNTUH,PHM,60000,7
TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS),MIRPET,RR,OU,PVT,NA,COED,JNTUH,AIM,80000,13
TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS),MIRPET,RR,OU,PVT,NA,COED,JNTUH,CSE,80000,26
TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS),MIRPET,RR,OU,PVT,NA,COED,JNTUH,CSG,80000,7
TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS),MIRPET,RR,OU,PVT,NA,COED,JNTUH,ECE,80000,26
TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS),MIRPET,RR,OU,PVT,NA,COED,JNTUH,EEE,80000,7
TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS),MIRPET,RR,OU,PVT,NA,COED,JNTUH,INF,80000,13
TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MIRPET,RR,OU,PVT,NA,COED,JNTUH,CIV,85000,6
TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MIRPET,RR,OU,PVT,NA,COED,JNTUH,CSD,85000,20
TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MIRPET,RR,OU,PVT,NA,COED,JNTUH,CSE,85000,26
TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MIRPET,RR,OU,PVT,NA,COED,JNTUH,CSM,85000,20
TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MIRPET,RR,OU,PVT,NA,COED,JNTUH,ECE,85000,27
TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MIRPET,RR,OU,PVT,NA,COED,JNTUH,EEE,85000,6
TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MIRPET,RR,OU,PVT,NA,COED,JNTUH,INF,85000,14
TKRP,TEEGALA KRISHNA REDDY COLLEGE OF PHARMACY,MIRPET,RR,OU,PVT,NA,COED,JNTUH,PHM,60000,11
