College Code,College Name,Place,District Name,Region,College Type,Minority,Co-Educational,Affiliated to,Branch,Fee Structure,Convener Seats
SRRS,SRRS GOVT POLYTECHNIC,SIRCILLA,RAJANNA SIRCILLA,OU,GOV,NA,COED,SBTET,CE,5080,132
SRRS,SRRS GOVT POLYTECHNIC,SIRCILLA,RAJANNA SIRCILLA,OU,GOV,NA,COED,SBTET,EE,5080,132
SRRS,SRRS GOVT POLYTECHNIC,SIRCILLA,RAJANNA SIRCILLA,OU,GOV,NA,COED,SBTET,ME,5080,66
SRRSSW,SRRS GOVT POLYTECHNIC,SIRCILLA,RAJANNA SIRCILLA,SW,GOV,NA,COED,SBTET,TT,5080,66
SVES,SRI VENKATESWARA ENGINEERING COLLEGE,SURYAPETA,SURYAPET,OU,PVT,NA,COED,SBTET,CE,15780,66
SVES,SRI VENKATESWARA ENGINEERING COLLEGE,SURYAPETA,SURYAPET,OU,PVT,NA,COED,SBTET,EE,15780,66
SVSE,SVS GRP OF INSTNS - SVS INST OF TECH.,HANAMKONDA,HANAMKONDA,OU,PVT,NA,COED,SBTET,CE,15780,33
SVSE,SVS GRP OF INSTNS - SVS INST OF TECH.,HANAMKONDA,HANAMKONDA,OU,PVT,NA,COED,SBTET,CS,15780,132
SVSE,SVS GRP OF INSTNS - SVS INST OF TECH.,HANAMKONDA,HANAMKONDA,OU,PVT,NA,COED,SBTET,EC,15780,132
SVSE,SVS GRP OF INSTNS - SVS INST OF TECH.,HANAMKONDA,HANAMKONDA,OU,PVT,NA,COED,SBTET,EE,15780,66
SVSE,SVS GRP OF INSTNS - SVS INST OF TECH.,HANAMKONDA,HANAMKONDA,OU,PVT,NA,COED,SBTET,ME,15780,33
SVSP,S.V.S.POLYTECHNIC,HANAMKONDA,HANAMKONDA,OU,PVT,NA,COED,SBTET,CE,15780,33
SVSP,S.V.S.POLYTECHNIC,HANAMKONDA,HANAMKONDA,OU,PVT,NA,COED,SBTET,CS,15780,132
SVSP,S.V.S.POLYTECHNIC,HANAMKONDA,HANAMKONDA,OU,PVT,NA,COED,SBTET,EC,15780,66
SVSP,S.V.S.POLYTECHNIC,HANAMKONDA,HANAMKONDA,OU,PVT,NA,COED,SBTET,EE,15780,66
SVSP,S.V.S.POLYTECHNIC,HANAMKONDA,HANAMKONDA,OU,PVT,NA,COED,SBTET,ME,15780,33
TCEK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,PEDDAPALLY,PEDDAPALLI,OU,PVT,NA,COED,SBTET,CS,15780,66
TCEK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,PEDDAPALLY,PEDDAPALLI,OU,PVT,NA,COED,SBTET,EC,15780,66
TCEK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,PEDDAPALLY,PEDDAPALLI,OU,PVT,NA,COED,SBTET,EE,15780,66
TCTK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,KARIMNAGAR,KARIMNAGAR,OU,PVT,NA,COED,SBTET,EC,15780,66
TCTK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,KARIMNAGAR,KARIMNAGAR,OU,PVT,NA,COED,SBTET,EE,15780,66
TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE,MIRPET,RANGAREDDY,OU,PVT,NA,COED,SBTET,CE,15780,66
TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE,MIRPET,RANGAREDDY,OU,PVT,NA,COED,SBTET,CS,15780,198
TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE,MIRPET,RANGAREDDY,OU,PVT,NA,COED,SBTET,EC,15780,198
TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE,MIRPET,RANGAREDDY,OU,PVT,NA,COED,SBTET,EE,15780,132
TKRC,T K R COLLEGE OF ENGG. AND TECHNOLOGY,MIRPET,RANGAREDDY,OU,PVT,NA,COED,SBTET,CE,15780,66
TKRC,T K R COLLEGE OF ENGG. AND TECHNOLOGY,MIRPET,RANGAREDDY,OU,PVT,NA,COED,SBTET,CS,15780,198
