Institute Code,Institute Name,Place,District Name,Region,College,Minority,Co-Educational,Affiliated to,Branch,Fee Structure,Convener Seats
BIPT,BHARAT SCHOOL OF PHARMACY,IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,PHM,60000,11
BITL,BHARAT INSTITUTE OF TECHNOLOGY,IBRAHIMPATNAM,RANGAREDDY,OU,PVT,NA,COED,JNTUH,PHM,60000,11
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),NARSAMPET,WARANGAL,OU,PVT,NA,COED,JNTUH,CIV,68000,6
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),NARSAMPET,WARANGAL,OU,PVT,NA,COED,JNTUH,CSD,68000,7
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),NARSAMPET,WARANGAL,OU,PVT,NA,COED,JNTUH,CSE,68000,20
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),NARSAMPET,WARANGAL,OU,PVT,NA,COED,JNTUH,CSM,68000,6
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),NARSAMPET,WARANGAL,OU,PVT,NA,COED,JNTUH,CSO,68000,7
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),NARSAMPET,WARANGAL,OU,PVT,NA,COED,JNTUH,CSW,68000,6
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),NARSAMPET,WARANGAL,OU,PVT,NA,COED,JNTUH,ECE,68000,20
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),NARSAMPET,WARANGAL,OU,PVT,NA,COED,JNTUH,EEE,68000,13
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),NARSAMPET,WARANGAL,OU,PVT,NA,COED,JNTUH,MEC,68000,7
BNPW,BOJJAM NARASIMHULU PHARM COLL FOR WOMEN,SAIDABAD,HYDERABAD,OU,PVT,NA,GIRLS,JNTUH,PHM,52000,8
BOMA,BOMMA INST OF TECHNOLOGY AND SCI,KHAMMAM,KHAMMAM,OU,PVT,NA,COED,JNTUH,CIV,63000,3
BOMA,BOMMA INST OF TECHNOLOGY AND SCI,KHAMMAM,KHAMMAM,OU,PVT,NA,COED,JNTUH,CSE,63000,6
BOMA,BOMMA INST OF TECHNOLOGY AND SCI,KHAMMAM,KHAMMAM,OU,PVT,NA,COED,JNTUH,CSM,63000,7
BOMA,BOMMA INST OF TECHNOLOGY AND SCI,KHAMMAM,KHAMMAM,OU,PVT,NA,COED,JNTUH,ECE,63000,6
BOMA,BOMMA INST OF TECHNOLOGY AND SCI,KHAMMAM,KHAMMAM,OU,PVT,NA,COED,JNTUH,EEE,63000,7
BOMP,BOMMA INST OF PHARMACY,KHAMMAM,KHAMMAM,OU,PVT,NA,COED,JNTUH,PHM,50400,11
BOSE,ANU BOSE INSTT OF TECHNOLOGY,PALONCHA,BHADRADRI KOTHAGUDEM,OU,PVT,NA,COED,JNTUH,CIV,95000,6
BOSE,ANU BOSE INSTT OF TECHNOLOGY,PALONCHA,BHADRADRI KOTHAGUDEM,OU,PVT,NA,COED,JNTUH,CSD,95000,7
BOSE,ANU BOSE INSTT OF TECHNOLOGY,PALONCHA,BHADRADRI KOTHAGUDEM,OU,PVT,NA,COED,JNTUH,CSE,95000,6
BOSE,ANU BOSE INSTT OF TECHNOLOGY,PALONCHA,BHADRADRI KOTHAGUDEM,OU,PVT,NA,COED,JNTUH,CSM,95000,7
BOSE,ANU BOSE INSTT OF TECHNOLOGY,PALONCHA,BHADRADRI KOTHAGUDEM,OU,PVT,NA,COED,JNTUH,ECE,95000,7
BOSE,ANU BOSE INSTT OF TECHNOLOGY,PALONCHA,BHADRADRI KOTHAGUDEM,OU,PVT,NA,COED,JNTUH,EEE,95000,6
BOSE,ANU BOSE INSTT OF TECHNOLOGY,PALONCHA,BHADRADRI KOTHAGUDEM,OU,PVT,NA,COED,JNTUH,MEC,95000,3
BOSE,ANU BOSE INSTT OF TECHNOLOGY,PALONCHA,BHADRADRI KOTHAGUDEM,OU,PVT,NA,COED,JNTUH,MIN,95000,4
BPCP,BHASKAR PHARMACY COLLEGE,YENKAPALLY,RANGAREDDY,OU,PVT,NA,COED,JNTUH,PHM,65000,7
BREW,BHOJREDDY ENGINEERING COLLEGE FOR WOMEN,SAIDABAD,HYDERABAD,OU,PVT,NA,GIRLS,JNTUH,CSE,75000,13
BREW,BHOJREDDY ENGINEERING COLLEGE FOR WOMEN,SAIDABAD,HYDERABAD,OU,PVT,NA,GIRLS,JNTUH,CSM,75000,6
BREW,BHOJREDDY ENGINEERING COLLEGE FOR WOMEN,SAIDABAD,HYDERABAD,OU,PVT,NA,GIRLS,JNTUH,ECE,75000,14
BREW,BHOJREDDY ENGINEERING COLLEGE FOR WOMEN,SAIDABAD,HYDERABAD,OU,PVT,NA,GIRLS,JNTUH,EEE,75000,6
BREW,BHOJREDDY ENGINEERING COLLEGE FOR WOMEN,SAIDABAD,HYDERABAD,OU,PVT,NA,GIRLS,JNTUH,INF,75000,14
BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,HAYATHNAGAR,RANGAREDDY,OU,PVT,NA,COED,JNTUH,AID,72000,6
BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,HAYATHNAGAR,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CIV,72000,3
BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,HAYATHNAGAR,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSD,72000,7
BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,HAYATHNAGAR,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSE,72000,20
BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,HAYATHNAGAR,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSM,72000,6
BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,HAYATHNAGAR,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSN,72000,7
BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,HAYATHNAGAR,RANGAREDDY,OU,PVT,NA,COED,JNTUH,ECE,72000,7
BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,HAYATHNAGAR,RANGAREDDY,OU,PVT,NA,COED,JNTUH,EEE,72000,3
BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,HAYATHNAGAR,RANGAREDDY,OU,PVT,NA,COED,JNTUH,MEC,72000,7
BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,HAYATHNAGAR,RANGAREDDY,OU,PVT,NA,COED,JNTUH,PHM,90000,11
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RANGAREDDY,OU,PVT,NA,COED,JNTUH,AID,68000,6
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CIV,68000,7
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSC,68000,6
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSD,68000,7
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSE,68000,20
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSM,68000,6
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSW,68000,7
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RANGAREDDY,OU,PVT,NA,COED,JNTUH,ECE,68000,7
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RANGAREDDY,OU,PVT,NA,COED,JNTUH,EEE,68000,3
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RANGAREDDY,OU,PVT,NA,COED,JNTUH,MEC,68000,4
BRWN,BROWNS COLL OF PHARMACY,KHAMMAM,KHAMMAM,OU,PVT,NA,COED,KU,PHM,60000,11
BSKR,BHASKAR ENGINEERING COLLEGE,YENKAPALLY,RANGAREDDY,OU,PVT,NA,COED,JNTUH,AID,50000,6
BSKR,BHASKAR ENGINEERING COLLEGE,YENKAPALLY,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSE,50000,13
BSKR,BHASKAR ENGINEERING COLLEGE,YENKAPALLY,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSM,50000,7
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MEDAK,OU,PVT,NA,COED,JNTUH,AID,135000,6
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MEDAK,OU,PVT,NA,COED,JNTUH,BME,135000,3
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MEDAK,OU,PVT,NA,COED,JNTUH,CHE,135000,7
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MEDAK,OU,PVT,NA,COED,JNTUH,CIV,135000,7
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MEDAK,OU,PVT,NA,COED,JNTUH,CSB,135000,6
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MEDAK,OU,PVT,NA,COED,JNTUH,CSD,135000,13
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MEDAK,OU,PVT,NA,COED,JNTUH,CSE,135000,33
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MEDAK,OU,PVT,NA,COED,JNTUH,CSM,135000,14
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MEDAK,OU,PVT,NA,COED,JNTUH,ECE,135000,26
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MEDAK,OU,PVT,NA,COED,JNTUH,EEE,135000,7
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MEDAK,OU,PVT,NA,COED,JNTUH,INF,135000,13
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MEDAK,OU,PVT,NA,COED,JNTUH,MEC,135000,7
BVRW,BVRIT COLLEGE OF ENGINEERING FOR WOMEN (AUTONOMOUS),BACHUPALLY,MEDCHAL,OU,PVT,NA,GIRLS,JNTUH,CSE,120000,19
BVRW,BVRIT COLLEGE OF ENGINEERING FOR WOMEN (AUTONOMOUS),BACHUPALLY,MEDCHAL,OU,PVT,NA,GIRLS,JNTUH,CSM,120000,7
BVRW,BVRIT COLLEGE OF ENGINEERING FOR WOMEN (AUTONOMOUS),BACHUPALLY,MEDCHAL,OU,PVT,NA,GIRLS,JNTUH,ECE,120000,13
BVRW,BVRIT COLLEGE OF ENGINEERING FOR WOMEN (AUTONOMOUS),BACHUPALLY,MEDCHAL,OU,PVT,NA,GIRLS,JNTUH,EEE,120000,7
BVRW,BVRIT COLLEGE OF ENGINEERING FOR WOMEN (AUTONOMOUS),BACHUPALLY,MEDCHAL,OU,PVT,NA,GIRLS,JNTUH,INF,120000,13
CARE,CARE COLL OF PHARMACY,OGLAPUR,WARANGAL,OU,PVT,NA,COED,KU,PHM,65000,11
CBCP,CHILKUR BALAJI COLLEGE OF PHARMACY,CHILKUR,RANGAREDDY,OU,PVT,NA,COED,JNTUH,PHM,50000,7
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RANGAREDDY,OU,PVT,NA,COED,OU,AID,140000,13
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RANGAREDDY,OU,PVT,NA,COED,OU,AIM,140000,6
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RANGAREDDY,OU,PVT,NA,COED,OU,CHE,140000,7
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RANGAREDDY,OU,PVT,NA,COED,OU,CIC,140000,7
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RANGAREDDY,OU,PVT,NA,COED,OU,CIV,140000,13
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RANGAREDDY,OU,PVT,NA,COED,OU,CSE,140000,20
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RANGAREDDY,OU,PVT,NA,COED,OU,CSM,140000,6
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RANGAREDDY,OU,PVT,NA,COED,OU,ECE,140000,20
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RANGAREDDY,OU,PVT,NA,COED,OU,EEE,140000,13
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RANGAREDDY,OU,PVT,NA,COED,OU,INF,140000,20
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RANGAREDDY,OU,PVT,NA,COED,OU,MEC,140000,14
CHET,SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CIV,60000,6
CHET,SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSE,60000,13
CHET,SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,ECE,60000,7
CHET,SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,EEE,60000,7
