Institute Code,Institute Name,Place,District Name,Region,College,Minority,Co-Educational,Affiliated to,Branch,Fee Structure,Convener Seats
CHET,SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,MEC,60000,7
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KARIMNAGAR,OU,PVT,NA,COED,JNTUH,CIV,63000,6
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KARIMNAGAR,OU,PVT,NA,COED,JNTUH,CSE,63000,13
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KARIMNAGAR,OU,PVT,NA,COED,JNTUH,CSG,63000,7
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KARIMNAGAR,OU,PVT,NA,COED,JNTUH,ECE,63000,13
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KARIMNAGAR,OU,PVT,NA,COED,JNTUH,EEE,63000,7
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KARIMNAGAR,OU,PVT,NA,COED,JNTUH,MEC,63000,7
CHTP,SREE CHAITANYA INST OF PHARM SCI,KARIMNAGAR,KARIMNAGAR,OU,PVT,NA,COED,JNTUH,PHM,45000,11
CHTS,SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,KARIMNAGAR,KARIMNAGAR,OU,PVT,NA,COED,JNTUH,AIM,60000,6
CHTS,SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,KARIMNAGAR,KARIMNAGAR,OU,PVT,NA,COED,JNTUH,CSE,60000,13
CHTS,SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,KARIMNAGAR,KARIMNAGAR,OU,PVT,NA,COED,JNTUH,CSM,60000,7
CHTS,SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,KARIMNAGAR,KARIMNAGAR,OU,PVT,NA,COED,JNTUH,ECE,60000,7
CHTS,SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,KARIMNAGAR,KARIMNAGAR,OU,PVT,NA,COED,JNTUH,EEE,60000,7
CIPH,CHAITANYA INST OF PHARM SCI,KAZIPET,HANAMKONDA,OU,PVT,NA,COED,KU,PHM,55000,11
CJIT,CHRISTU JYOTHI INSTITUTE OF TECHNOLOGY AND SCI,JANGAON,JAYASHANKAR BHUPALPALLY,OU,PVT,CHR,COED,JNTUH,CIV,62000,6
CJIT,CHRISTU JYOTHI INSTITUTE OF TECHNOLOGY AND SCI,JANGAON,JAYASHANKAR BHUPALPALLY,OU,PVT,CHR,COED,JNTUH,CSE,62000,12
CJIT,CHRISTU JYOTHI INSTITUTE OF TECHNOLOGY AND SCI,JANGAON,JAYASHANKAR BHUPALPALLY,OU,PVT,CHR,COED,JNTUH,CSM,62000,6
CJIT,CHRISTU JYOTHI INSTITUTE OF TECHNOLOGY AND SCI,JANGAON,JAYASHANKAR BHUPALPALLY,OU,PVT,CHR,COED,JNTUH,ECE,62000,9
CJIT,CHRISTU JYOTHI INSTITUTE OF TECHNOLOGY AND SCI,JANGAON,JAYASHANKAR BHUPALPALLY,OU,PVT,CHR,COED,JNTUH,EEE,62000,6
CJIT,CHRISTU JYOTHI INSTITUTE OF TECHNOLOGY AND SCI,JANGAON,JAYASHANKAR BHUPALPALLY,OU,PVT,CHR,COED,JNTUH,MEC,62000,3
CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,AIM,105000,13
CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSC,105000,6
CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSD,105000,20
CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSE,105000,27
CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSM,105000,19
CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,ECE,105000,14
CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,INF,105000,13
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,AIM,115000,13
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,CIV,115000,6
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSC,115000,14
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSD,115000,6
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSE,115000,27
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSM,115000,19
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,ECE,115000,27
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,EEE,115000,6
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,INF,115000,7
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,MEC,115000,7
CMRM,CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,AIM,110000,13
CMRM,CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSC,110000,6
CMRM,CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSD,110000,20
CMRM,CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSE,110000,27
CMRM,CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSM,110000,19
CMRM,CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,ECE,110000,21
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSC,75000,19
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSD,75000,20
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSE,75000,27
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSM,75000,19
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,ECE,75000,14
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,INF,75000,13
CMRP,C M R COLL OF PHARMACY,KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,PHM,110000,11
CVMP,CVM COLLEGE OF PHARMACY,KARIMNAGAR,KARIMNAGAR,OU,PVT,NA,COED,JNTUH,PHM,55000,11
CVSR,ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),GHATKESAR,MEDCHAL,OU,PVT,NA,COED,ANURAG UNIVERSITY,AI,135000,6
CVSR,ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),GHATKESAR,MEDCHAL,OU,PVT,NA,COED,ANURAG UNIVERSITY,CIV,135000,20
CVSR,ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),GHATKESAR,MEDCHAL,OU,PVT,NA,COED,ANURAG UNIVERSITY,CSE,135000,26
CVSR,ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),GHATKESAR,MEDCHAL,OU,PVT,NA,COED,ANURAG UNIVERSITY,ECE,135000,27
CVSR,ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),GHATKESAR,MEDCHAL,OU,PVT,NA,COED,ANURAG UNIVERSITY,EEE,135000,13
CVSR,ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),GHATKESAR,MEDCHAL,OU,PVT,NA,COED,ANURAG UNIVERSITY,INF,135000,20
CVSR,ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),GHATKESAR,MEDCHAL,OU,PVT,NA,COED,ANURAG UNIVERSITY,MEC,135000,27
CVSR,ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),GHATKESAR,MEDCHAL,OU,PVT,NA,COED,ANURAG UNIVERSITY,PHM,85000,11
DARE,DARIPALLY ANANTHA RAMULU COLLOF ENGGAND TECH,KHAMMAM,KHAMMAM,OU,PVT,NA,COED,JNTUH,CSE,50000,3
DARE,DARIPALLY ANANTHA RAMULU COLLOF ENGGAND TECH,KHAMMAM,KHAMMAM,OU,PVT,NA,COED,JNTUH,ECE,50000,4
DCET,DECCAN COLLEGE OF ENGINEERING AND TECHNOLOGY,DARUSSALAM,HYDERABAD,OU,PVT,MUS,COED,OU,CIV,76000,12
DCET,DECCAN COLLEGE OF ENGINEERING AND TECHNOLOGY,DARUSSALAM,HYDERABAD,OU,PVT,MUS,COED,OU,CSE,76000,9
DCET,DECCAN COLLEGE OF ENGINEERING AND TECHNOLOGY,DARUSSALAM,HYDERABAD,OU,PVT,MUS,COED,OU,ECE,76000,9
DCET,DECCAN COLLEGE OF ENGINEERING AND TECHNOLOGY,DARUSSALAM,HYDERABAD,OU,PVT,MUS,COED,OU,EEE,76000,6
DCET,DECCAN COLLEGE OF ENGINEERING AND TECHNOLOGY,DARUSSALAM,HYDERABAD,OU,PVT,MUS,COED,OU,EIE,76000,4
DCET,DECCAN COLLEGE OF ENGINEERING AND TECHNOLOGY,DARUSSALAM,HYDERABAD,OU,PVT,MUS,COED,OU,INF,76000,6
DCET,DECCAN COLLEGE OF ENGINEERING AND TECHNOLOGY,DARUSSALAM,HYDERABAD,OU,PVT,MUS,COED,OU,IPE,76000,4
DCET,DECCAN COLLEGE OF ENGINEERING AND TECHNOLOGY,DARUSSALAM,HYDERABAD,OU,PVT,MUS,COED,OU,MEC,76000,12
DIPS,DHANVANTHARI INST OF PHARM SCI,KOTHAGUDEM,BHADRADRI KOTHAGUDEM,OU,PVT,NA,COED,JNTUH,PHM,52000,11
DNVP,DHANVANTHARI COLLEGE OF PHARM SCI,MAHABUBNAGAR,MAHABUBNAGAR,OU,PVT,NA,COED,PLMU,PHM,60000,7
DRKC,D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,BOWRAMPET,MEDCHAL,OU,PVT,NA,COED,JNTUH,CIV,60000,6
DRKC,D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,BOWRAMPET,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSC,60000,7
DRKC,D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,BOWRAMPET,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSD,60000,6
DRKC,D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,BOWRAMPET,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSE,60000,20
DRKC,D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,BOWRAMPET,MEDCHAL,OU,PVT,NA,COED,JNTUH,ECE,60000,7
DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,BOWRAMPET,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSD,60000,6
DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,BOWRAMPET,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSE,60000,13
DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,BOWRAMPET,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSM,60000,7
DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,BOWRAMPET,MEDCHAL,OU,PVT,NA,COED,JNTUH,ECE,60000,7
DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,BOWRAMPET,MEDCHAL,OU,PVT,NA,COED,JNTUH,EEE,60000,3
DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,BOWRAMPET,MEDCHAL,OU,PVT,NA,COED,JNTUH,MEC,60000,7
DSOP,DECCAN SCHOOL OF PHARMACY,NAMPALLY,HYDERABAD,OU,PVT,MUS,COED,OU,PHM,70000,10
ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SANGAREDDY,OU,PVT,NA,COED,JNTUH,CIV,60000,3
ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SANGAREDDY,OU,PVT,NA,COED,JNTUH,CSC,60000,6
ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SANGAREDDY,OU,PVT,NA,COED,JNTUH,CSD,60000,7
ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SANGAREDDY,OU,PVT,NA,COED,JNTUH,CSE,60000,20
ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SANGAREDDY,OU,PVT,NA,COED,JNTUH,CSM,60000,10
ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SANGAREDDY,OU,PVT,NA,COED,JNTUH,ECE,60000,6
ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SANGAREDDY,OU,PVT,NA,COED,JNTUH,EEE,60000,4
ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SANGAREDDY,OU,PVT,NA,COED,JNTUH,MEC,60000,3
GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SURYAPET,OU,PVT,NA,COED,JNTUH,AID,100000,6
GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SURYAPET,OU,PVT,NA,COED,JNTUH,CIV,100000,3
GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SURYAPET,OU,PVT,NA,COED,JNTUH,CSE,100000,10
GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SURYAPET,OU,PVT,NA,COED,JNTUH,CSG,100000,7
GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SURYAPET,OU,PVT,NA,COED,JNTUH,CSM,100000,7
GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SURYAPET,OU,PVT,NA,COED,JNTUH,ECE,100000,3
GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SURYAPET,OU,PVT,NA,COED,JNTUH,EEE,100000,3
GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SURYAPET,OU,PVT,NA,COED,JNTUH,MEC,100000,3
GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SURYAPET,OU,PVT,NA,COED,JNTUH,MIN,100000,4
GATP,GATE INSTITUTE OF PHARAMACEUTICAL SCIENCES,KODAD,SURYAPET,OU,PVT,NA,COED,JNTUH,PHM,90000,11
GBCP,GLOBAL COLLEGE OF PHARMACY,CHILKUR,RANGAREDDY,OU,PVT,NA,COED,JNTUH,PHM,75000,11
GBNP,GURANGAREDDYAM BALANARSAIAH INST OF PHARMACY,GHATKESAR,MEDCHAL,OU,PVT,NA,COED,JNTUH,PHM,65000,7
GCPK,GEETHANJALI COLL OF PHARM,KEESARA,MEDCHAL,OU,PVT,NA,COED,JNTUH,PHM,90000,11
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MEDCHAL,OU,PVT,NA,COED,JNTUH,CIV,120000,6
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSC,120000,7
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSD,120000,13
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSE,120000,33
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSM,120000,20
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSO,120000,6
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MEDCHAL,OU,PVT,NA,COED,JNTUH,ECE,120000,20
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MEDCHAL,OU,PVT,NA,COED,JNTUH,EEE,120000,7
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MEDCHAL,OU,PVT,NA,COED,JNTUH,MEC,120000,7
GJCP,GYANA JYOTHI COLLEGE OF PHARMACY,UPPAL,MEDCHAL,OU,PVT,NA,COED,JNTUH,PHM,55000,11
GLND,GLAND INST OF PHARACEUTICAL SCIENCES,KOTHAPET,MEDAK,OU,PVT,NA,COED,JNTUH,PHM,50000,11
GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,CHILKUR,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CIV,70000,3
GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,CHILKUR,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSD,70000,6
GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,CHILKUR,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSE,70000,10
GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,CHILKUR,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSM,70000,7
GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,CHILKUR,RANGAREDDY,OU,PVT,NA,COED,JNTUH,ECE,70000,3
GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,CHILKUR,RANGAREDDY,OU,PVT,NA,COED,JNTUH,MEC,70000,4
GLWC,GOKARAJU LAILAVATHI WOMENS ENGINEERING COLLEGE,BACHUPALLY,MEDCHAL,OU,PVT,NA,GIRLS,OU,CSE,70000,19
GLWC,GOKARAJU LAILAVATHI WOMENS ENGINEERING COLLEGE,BACHUPALLY,MEDCHAL,OU,PVT,NA,GIRLS,OU,INF,70000,14
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,AID,120000,13
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CIV,120000,6
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSC,120000,7
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSE,120000,20
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSM,120000,13
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,ECE,120000,13
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,EEE,120000,7
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,INF,120000,6
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,MEC,120000,7
GNARAYANPET,GANAPATHI ENGINEERING COLLGE,WARANGAL,WARANGAL,OU,PVT,NA,COED,JNTUH,CSC,50000,6
GNARAYANPET,GANAPATHI ENGINEERING COLLGE,WARANGAL,WARANGAL,OU,PVT,NA,COED,JNTUH,CSE,50000,7
GNARAYANPET,GANAPATHI ENGINEERING COLLGE,WARANGAL,WARANGAL,OU,PVT,NA,COED,JNTUH,CSM,50000,6
GNARAYANPET,GANAPATHI ENGINEERING COLLGE,WARANGAL,WARANGAL,OU,PVT,NA,COED,JNTUH,ECE,50000,4
GNARAYANPET,GANAPATHI ENGINEERING COLLGE,WARANGAL,WARANGAL,OU,PVT,NA,COED,JNTUH,EEE,50000,3
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYDERABAD,OU,PVT,NA,GIRLS,JNTUH,CSD,100000,6
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYDERABAD,OU,PVT,NA,GIRLS,JNTUH,CSE,100000,20
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYDERABAD,OU,PVT,NA,GIRLS,JNTUH,CSM,100000,7
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYDERABAD,OU,PVT,NA,GIRLS,JNTUH,CST,100000,6
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYDERABAD,OU,PVT,NA,GIRLS,JNTUH,ECE,100000,20
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYDERABAD,OU,PVT,NA,GIRLS,JNTUH,EEE,100000,13
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYDERABAD,OU,PVT,NA,GIRLS,JNTUH,ETM,100000,7
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYDERABAD,OU,PVT,NA,GIRLS,JNTUH,INF,100000,13
GPRP,G P R COLLEGE OF PHARMACY,MEHDIPATNAM,HYDERABAD,OU,PVT,NA,COED,OU,PHM,95000,7
GRCP,GOKARAJU RANGARAJU COLLEGE OF PHARMACY,BACHUPALLI,MEDCHAL,OU,PVT,NA,COED,OU,PHM,75000,11
GRANGAREDDYR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MIYAPUR,MEDCHAL,OU,PVT,NA,COED,JNTUH,CIV,130000,6
GRANGAREDDYR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MIYAPUR,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSB,130000,7
GRANGAREDDYR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MIYAPUR,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSD,130000,13
GRANGAREDDYR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MIYAPUR,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSE,130000,40
GRANGAREDDYR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MIYAPUR,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSM,130000,19
GRANGAREDDYR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MIYAPUR,MEDCHAL,OU,PVT,NA,COED,JNTUH,ECE,130000,14
GRANGAREDDYR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MIYAPUR,MEDCHAL,OU,PVT,NA,COED,JNTUH,EEE,130000,6
GRANGAREDDYR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MIYAPUR,MEDCHAL,OU,PVT,NA,COED,JNTUH,INF,130000,20
GRANGAREDDYR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MIYAPUR,MEDCHAL,OU,PVT,NA,COED,JNTUH,MEC,130000,7
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,AID,120000,6
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CIV,120000,13
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSC,120000,7
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSD,120000,13
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSE,120000,33
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSM,120000,13
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSO,120000,7
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,ECE,120000,33
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,EEE,120000,13
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,INF,120000,7
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,MEC,120000,13
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,PHM,110000,11
