College Code,College Name,Place,District Name,Region,College Type,Minority,Co-Educational,Affiliated to,Branch,Fee Structure,Convener Seats
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RANGAREDDY,OU,PVT,NA,COED,OU,ECE,140000,139
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RANGAREDDY,OU,PVT,NA,COED,OU,EEE,140000,92
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RANGAREDDY,OU,PVT,NA,COED,OU,INF,140000,139
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RANGAREDDY,OU,PVT,NA,COED,OU,MEC,140000,92
CDTK,COLLEGE OF DAIRY TECHNOLOGY,KAMAREDDY,KAMAREDDY,SW,UNIV,NA,COED,PVNRTVU,DRG,10000,26
CFSR,COLLEGE OF FOOD SCIENCE AND TECHNOLOGY,RUDRUR,NIZAMABAD,OU,GOV,NA,COED,PJTSAU,FDT,9700,33
CHET,SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CIV,60000,24
CHET,SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSD,60000,46
CHET,SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSE,60000,92
CHET,SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSM,60000,46
CHET,SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,ECE,60000,23
CHET,SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,EEE,60000,23
CHET,SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,MEC,60000,23
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KARIMNAGAR,OU,PVT,NA,COED,JNTUH,CIV,63000,46
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KARIMNAGAR,OU,PVT,NA,COED,JNTUH,CSE,63000,92
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KARIMNAGAR,OU,PVT,NA,COED,JNTUH,CSG,63000,46
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KARIMNAGAR,OU,PVT,NA,COED,JNTUH,ECE,63000,92
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KARIMNAGAR,OU,PVT,NA,COED,JNTUH,EEE,63000,47
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KARIMNAGAR,OU,PVT,NA,COED,JNTUH,MEC,63000,47
CHTP,SREE CHAITANYA INST OF PHARM SCI,KARIMNAGAR,KARIMNAGAR,OU,PVT,NA,COED,JNTUH,PHD,75000,11
CHTP,SREE CHAITANYA INST OF PHARM SCI,KARIMNAGAR,KARIMNAGAR,OU,PVT,NA,COED,JNTUH,PHM,45000,39
CHTS,SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,KARIMNAGAR,KARIMNAGAR,OU,PVT,NA,COED,JNTUH,AIM,60000,46
CHTS,SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,KARIMNAGAR,KARIMNAGAR,OU,PVT,NA,COED,JNTUH,CSE,60000,93
CHTS,SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,KARIMNAGAR,KARIMNAGAR,OU,PVT,NA,COED,JNTUH,CSM,60000,46
CHTS,SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,KARIMNAGAR,KARIMNAGAR,OU,PVT,NA,COED,JNTUH,ECE,60000,46
CHTS,SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,KARIMNAGAR,KARIMNAGAR,OU,PVT,NA,COED,JNTUH,EEE,60000,46
CJIT,CHRISTU JYOTHI INSTITUTE OF TECHNOLOGY AND SCI,JANGAON,JANGAON,OU,PVT,CHR,COED,JNTUH,CIV,62000,42
CJIT,CHRISTU JYOTHI INSTITUTE OF TECHNOLOGY AND SCI,JANGAON,JANGAON,OU,PVT,CHR,COED,JNTUH,CSE,62000,84
CJIT,CHRISTU JYOTHI INSTITUTE OF TECHNOLOGY AND SCI,JANGAON,JANGAON,OU,PVT,CHR,COED,JNTUH,CSM,62000,42
CJIT,CHRISTU JYOTHI INSTITUTE OF TECHNOLOGY AND SCI,JANGAON,JANGAON,OU,PVT,CHR,COED,JNTUH,ECE,62000,63
CJIT,CHRISTU JYOTHI INSTITUTE OF TECHNOLOGY AND SCI,JANGAON,JANGAON,OU,PVT,CHR,COED,JNTUH,EEE,62000,42
CJIT,CHRISTU JYOTHI INSTITUTE OF TECHNOLOGY AND SCI,JANGAON,JANGAON,OU,PVT,CHR,COED,JNTUH,MEC,62000,21
CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSD,105000,185
CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSE,105000,324
CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSI,105000,46
CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSM,105000,185
CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,ECE,105000,92
CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,INF,105000,92
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,CIV,115000,46
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSC,115000,92
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSD,115000,138
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSE,115000,323
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSM,115000,278
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,ECE,115000,185
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,EEE,115000,46
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,MEC,115000,47
CMRM,CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSD,110000,139
CMRM,CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSE,110000,324
CMRM,CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSM,110000,231
CMRM,CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,ECE,110000,138
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSD,75000,139
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSE,75000,323
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSM,75000,138
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,ECE,75000,93
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,INF,75000,185
CMRP,C M R COLL OF PHARMACY,KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,PHD,100000,11
CMRP,C M R COLL OF PHARMACY,KANDLAKOYA,MEDCHAL,OU,PVT,NA,COED,JNTUH,PHM,110000,39
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,AID,150000,47
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,AIM,150000,46
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CIV,150000,23
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSB,150000,46
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSC,150000,138
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSD,150000,139
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSE,150000,462
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSM,150000,139
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,ECE,150000,92
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,EEE,150000,23
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,EIE,150000,23
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,MEC,150000,23
CVSR,ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),GHATKESAR,MEDCHAL,OU,PVT,NA,COED,ANURAG UNIVERSITY,AI,135000,46
CVSR,ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),GHATKESAR,MEDCHAL,OU,PVT,NA,COED,ANURAG UNIVERSITY,CIV,135000,93
CVSR,ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),GHATKESAR,MEDCHAL,OU,PVT,NA,COED,ANURAG UNIVERSITY,CSE,135000,184
CVSR,ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),GHATKESAR,MEDCHAL,OU,PVT,NA,COED,ANURAG UNIVERSITY,ECE,135000,185
CVSR,ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),GHATKESAR,MEDCHAL,OU,PVT,NA,COED,ANURAG UNIVERSITY,EEE,135000,93
CVSR,ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),GHATKESAR,MEDCHAL,OU,PVT,NA,COED,ANURAG UNIVERSITY,INF,135000,138
CVSR,ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),GHATKESAR,MEDCHAL,OU,PVT,NA,COED,ANURAG UNIVERSITY,MEC,135000,93
CVSR,ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),GHATKESAR,MEDCHAL,OU,PVT,NA,COED,ANURAG UNIVERSITY,PHD,68000,11
CVSR,ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),GHATKESAR,MEDCHAL,OU,PVT,NA,COED,ANURAG UNIVERSITY,PHM,85000,39
DARE,DARIPALLY ANANTHA RAMULU COLLOF ENGGAND TECH,KHAMMAM,KHAMMAM,OU,PVT,NA,COED,JNTUH,CSE,50000,23
DARE,DARIPALLY ANANTHA RAMULU COLLOF ENGGAND TECH,KHAMMAM,KHAMMAM,OU,PVT,NA,COED,JNTUH,ECE,50000,23
DCET,DECCAN COLLEGE OF ENGINEERING AND TECHNOLOGY,DARUSSALAM,HYDERABAD,OU,PVT,MUS,COED,OU,CIV,76000,42
DCET,DECCAN COLLEGE OF ENGINEERING AND TECHNOLOGY,DARUSSALAM,HYDERABAD,OU,PVT,MUS,COED,OU,CSE,76000,126
DCET,DECCAN COLLEGE OF ENGINEERING AND TECHNOLOGY,DARUSSALAM,HYDERABAD,OU,PVT,MUS,COED,OU,ECE,76000,21
DCET,DECCAN COLLEGE OF ENGINEERING AND TECHNOLOGY,DARUSSALAM,HYDERABAD,OU,PVT,MUS,COED,OU,EEE,76000,42
DCET,DECCAN COLLEGE OF ENGINEERING AND TECHNOLOGY,DARUSSALAM,HYDERABAD,OU,PVT,MUS,COED,OU,EIE,76000,28
DCET,DECCAN COLLEGE OF ENGINEERING AND TECHNOLOGY,DARUSSALAM,HYDERABAD,OU,PVT,MUS,COED,OU,ETE,76000,21
DCET,DECCAN COLLEGE OF ENGINEERING AND TECHNOLOGY,DARUSSALAM,HYDERABAD,OU,PVT,MUS,COED,OU,INF,76000,42
DCET,DECCAN COLLEGE OF ENGINEERING AND TECHNOLOGY,DARUSSALAM,HYDERABAD,OU,PVT,MUS,COED,OU,IPE,76000,28
DCET,DECCAN COLLEGE OF ENGINEERING AND TECHNOLOGY,DARUSSALAM,HYDERABAD,OU,PVT,MUS,COED,OU,MEC,76000,42
DIPS,DHANVANTHARI INST OF PHARM SCI,KOTHAGUDEM,BHADRADRI KOTHAGUDEM,OU,PVT,NA,COED,JNTUH,PHM,52000,39
DNVP,DHANVANTHARI COLLEGE OF PHARM SCI,MAHABUBNAGAR,MAHABUBNAGAR,OU,PVT,NA,COED,PLMU,PHM,60000,23
DRKC,D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,BOWRAMPET,MEDCHAL,OU,PVT,NA,COED,JNTUH,CIV,60000,23
DRKC,D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,BOWRAMPET,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSC,60000,46
DRKC,D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,BOWRAMPET,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSD,60000,92
DRKC,D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,BOWRAMPET,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSE,60000,139
DRKC,D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,BOWRAMPET,MEDCHAL,OU,PVT,NA,COED,JNTUH,ECE,60000,23
DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,BOWRAMPET,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSD,60000,46
DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,BOWRAMPET,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSE,60000,93
DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,BOWRAMPET,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSM,60000,92
DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,BOWRAMPET,MEDCHAL,OU,PVT,NA,COED,JNTUH,ECE,60000,23
DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,BOWRAMPET,MEDCHAL,OU,PVT,NA,COED,JNTUH,EEE,60000,23
DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,BOWRAMPET,MEDCHAL,OU,PVT,NA,COED,JNTUH,MEC,60000,23
DSOP,DECCAN SCHOOL OF PHARMACY,NAMPALLY,HYDERABAD,OU,PVT,MUS,COED,OU,PHD,75000,10
DSOP,DECCAN SCHOOL OF PHARMACY,NAMPALLY,HYDERABAD,OU,PVT,MUS,COED,OU,PHM,70000,35
ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SANGAREDDY,OU,PVT,NA,COED,JNTUH,CIV,60000,23
ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SANGAREDDY,OU,PVT,NA,COED,JNTUH,CSC,60000,46
ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SANGAREDDY,OU,PVT,NA,COED,JNTUH,CSD,60000,46
ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SANGAREDDY,OU,PVT,NA,COED,JNTUH,CSE,60000,139
ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SANGAREDDY,OU,PVT,NA,COED,JNTUH,CSM,60000,93
ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SANGAREDDY,OU,PVT,NA,COED,JNTUH,ECE,60000,23
ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SANGAREDDY,OU,PVT,NA,COED,JNTUH,EEE,60000,23
ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SANGAREDDY,OU,PVT,NA,COED,JNTUH,MEC,60000,23
GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SURYAPET,OU,PVT,NA,COED,JNTUH,AID,100000,46
GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SURYAPET,OU,PVT,NA,COED,JNTUH,BIO,100000,46
GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SURYAPET,OU,PVT,NA,COED,JNTUH,CIV,100000,23
GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SURYAPET,OU,PVT,NA,COED,JNTUH,CSE,100000,69
GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SURYAPET,OU,PVT,NA,COED,JNTUH,CSG,100000,46
GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SURYAPET,OU,PVT,NA,COED,JNTUH,CSM,100000,46
GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SURYAPET,OU,PVT,NA,COED,JNTUH,ECE,100000,24
GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SURYAPET,OU,PVT,NA,COED,JNTUH,EEE,100000,24
GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SURYAPET,OU,PVT,NA,COED,JNTUH,MEC,100000,23
GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SURYAPET,OU,PVT,NA,COED,JNTUH,MIN,100000,23
GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SURYAPET,OU,PVT,NA,COED,JNTUH,PHE,100000,23
GCPK,GEETHANJALI COLL OF PHARM,KEESARA,MEDCHAL,OU,PVT,NA,COED,JNTUH,PHD,125000,11
GCPK,GEETHANJALI COLL OF PHARM,KEESARA,MEDCHAL,OU,PVT,NA,COED,JNTUH,PHM,90000,39
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MEDCHAL,OU,PVT,NA,COED,JNTUH,CIV,120000,23
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSC,120000,139
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSD,120000,138
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSE,120000,231
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSM,120000,185
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MEDCHAL,OU,PVT,NA,COED,JNTUH,ECE,120000,139
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MEDCHAL,OU,PVT,NA,COED,JNTUH,EEE,120000,46
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MEDCHAL,OU,PVT,NA,COED,JNTUH,MEC,120000,23
GJCP,GYANA JYOTHI COLLEGE OF PHARMACY,UPPAL,MEDCHAL,OU,PVT,NA,COED,JNTUH,PHM,55000,39
GLND,GLAND INST OF PHARACEUTICAL SCIENCES,KOTHAPET,MEDAK,OU,PVT,NA,COED,JNTUH,PHM,50000,39
GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,CHILKUR,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CIV,70000,24
GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,CHILKUR,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSD,70000,46
GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,CHILKUR,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSE,70000,115
GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,CHILKUR,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSM,70000,46
GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,CHILKUR,RANGAREDDY,OU,PVT,NA,COED,JNTUH,ECE,70000,23
GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,CHILKUR,RANGAREDDY,OU,PVT,NA,COED,JNTUH,MEC,70000,23
GLWC,GOKARAJU LAILAVATHI WOMENS ENGINEERING COLLEGE,BACHUPALLY,MEDCHAL,OU,PVT,NA,GIRLS,OU,CS,70000,46
GLWC,GOKARAJU LAILAVATHI WOMENS ENGINEERING COLLEGE,BACHUPALLY,MEDCHAL,OU,PVT,NA,GIRLS,OU,CSE,70000,231
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,AID,120000,139
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CIV,120000,46
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSC,120000,46
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSE,120000,138
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSM,120000,139
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,ECE,120000,92
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,EEE,120000,47
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,INF,120000,92
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,MEC,120000,46
GNPT,GANAPATHI ENGINEERING COLLGE,WARANGAL,WARANGAL,OU,PVT,NA,COED,JNTUH,CSC,50000,46
GNPT,GANAPATHI ENGINEERING COLLGE,WARANGAL,WARANGAL,OU,PVT,NA,COED,JNTUH,CSE,50000,47
GNPT,GANAPATHI ENGINEERING COLLGE,WARANGAL,WARANGAL,OU,PVT,NA,COED,JNTUH,CSM,50000,46
GNPT,GANAPATHI ENGINEERING COLLGE,WARANGAL,WARANGAL,OU,PVT,NA,COED,JNTUH,ECE,50000,23
GNPT,GANAPATHI ENGINEERING COLLGE,WARANGAL,WARANGAL,OU,PVT,NA,COED,JNTUH,EEE,50000,23
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYDERABAD,OU,PVT,NA,GIRLS,JNTUH,CSD,100000,47
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYDERABAD,OU,PVT,NA,GIRLS,JNTUH,CSE,100000,184
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYDERABAD,OU,PVT,NA,GIRLS,JNTUH,CSM,100000,92
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYDERABAD,OU,PVT,NA,GIRLS,JNTUH,ECE,100000,139
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYDERABAD,OU,PVT,NA,GIRLS,JNTUH,EEE,100000,93
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYDERABAD,OU,PVT,NA,GIRLS,JNTUH,ETM,100000,46
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYDERABAD,OU,PVT,NA,GIRLS,JNTUH,INF,100000,92
GPRP,G P R COLLEGE OF PHARMACY,MEHDIPATNAM,HYDERABAD,OU,PVT,NA,COED,OU,PHD,78000,11
GPRP,G P R COLLEGE OF PHARMACY,MEHDIPATNAM,HYDERABAD,OU,PVT,NA,COED,OU,PHM,95000,23
GRCP,GOKARAJU RANGARAJU COLLEGE OF PHARMACY,BACHUPALLI,MEDCHAL,OU,PVT,NA,COED,OU,PHM,75000,39
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MEDCHAL,OU,PVT,NA,COED,JNTUH,CIV,130000,46
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSA,130000,46
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSB,130000,46
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSD,130000,138
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSE,130000,278
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSI,130000,46
