College Code,College Name,Branch Code,Rank,Gender,Region,Caste,Seat Category
PRKL,"GOVERNMENT POLYTECHNIC, PARKAL",EC,11883,M,OU,BC_B,BC_B_GEN_OU
TKRC,"T K R COLLEGE OF ENGG. AND TECHNOLOGY, MIRPET",EC,11883,M,OU,OC,EWS_GEN_OU
NZBD,"GOVT POLYTECHNIC , NIZAMABAD",EE,11883,M,OU,BC_D,BC_D_GEN_OU
NALG,"GOVT POLYTECHNIC , NALGONDA",EE,11883,M,OU,BC_B,BC_B_GEN_UR
MASB,"GOVT POLYTECHNIC, MASAB TANK",CE,11904,F,OU,BC_B,BC_B_GIRLS_OU
PBRW,"GOVERNMENT POLYTECHNIC FOR WOMEN, PEBBAIR",EC,11904,F,OU,BC_D,BC_D_GIRLS_UR
IOES,"GOVT INSTITUTE OF ELECTRONICS, SECUNDERABAD",EC,11904,F,OU,SC,SC_GIRLS_OU
IOES,"GOVT INSTITUTE OF ELECTRONICS, SECUNDERABAD",CPS,11917,M,OU,SC,SC_GEN_OU
GTSR,"GAYATRI INST OF TECH AND SCI, WANAPARTHY",EC,11917,M,OU,BC_D,OC_GEN_UR
IOES,"GOVT INSTITUTE OF ELECTRONICS, SECUNDERABAD",EV,11935,M,OU,BC_B,BC_B_GEN_UR
SGRD,"GOVERNMENT POLYTECHNIC, SANGA REDDY",EC,11937,M,OU,BC_B,OC_GEN_OU
TKEM,"TEEGALA KRISHNA REDDY ENGINEERING COLLEGE, MIRPET",CS,11940,M,OU,BC_B,BC_B_GEN_OU
IOES,"GOVT INSTITUTE OF ELECTRONICS, SECUNDERABAD",EI,11940,F,OU,BC_B,BC_B_GIRLS_SVU
VGSE,"VAAGESHWARI COLL. OF ENGINEERING, KARIMNAGAR",CS,11947,F,OU,BC_B,OC_GIRLS_OU
MHVR,"MAHAVEER INSTITUTE OF SCI. AND TECHNOLOGY, BANDLAGUDA",CS,11947,M,OU,BC_D,BC_D_GEN_UR
MASB,"GOVT POLYTECHNIC, MASAB TANK",EC,11947,M,OU,BC_E,BC_D_GIRLS_OU
MDCL,"GOVERNMENT POLYTECHNIC, MEDCHAL",EC,11947,M,OU,BC_A,BC_A_GEN_OU
IOES,"GOVT INSTITUTE OF ELECTRONICS, SECUNDERABAD",EI,11947,M,OU,OC,BC_C_GEN_OU
TKEM,"TEEGALA KRISHNA REDDY ENGINEERING COLLEGE, MIRPET",CS,11962,M,OU,BC_B,BC_B_GEN_OU
NDPT,"GOVT.POLYTECHNIC, NANDIPET",EC,11962,M,OU,BC_D,BC_D_GEN_OU
MDCL,"GOVERNMENT POLYTECHNIC, MEDCHAL",EE,11962,M,OU,BC_B,BC_B_GEN_OU
IOES,"GOVT INSTITUTE OF ELECTRONICS, SECUNDERABAD",ES,11962,F,OU,BC_A,BC_A_GIRLS_SVU
MASB,"GOVT POLYTECHNIC, MASAB TANK",AU,11983,M,OU,BC_E,BC_E_GEN_UR
JMTS,"JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI., KARIMNAGAR",CS,11983,M,OU,BC_D,BC_D_GEN_OU
BOSE,"ANU BOSE INSTT OF TECHNOLOGY, PALONCHA",CS,11983,F,OU,BC_E,OC_GEN_UR
MDKW,"GOVT POLYTECHNIC FOR WOMEN, MEDAK",EC,11983,F,OU,BC_A,OC_PHH_GIRLS_OU
GPWS,"GOVT POLYTECHNIC FOR WOMEN, SECUNDERABAD",EE,11983,F,OU,SC,SC_GIRLS_OU
IOES,"GOVT INSTITUTE OF ELECTRONICS, SECUNDERABAD",BM,12000,F,OU,BC_D,BC_D_GEN_OU
MBNR,"GOVT POLYTECHNIC , MAHABUB NAGAR",CE,12000,M,OU,BC_E,OC_GEN_UR
GPWS,"GOVT POLYTECHNIC FOR WOMEN, SECUNDERABAD",CE,12000,F,OU,BC_B,BC_B_GIRLS_UR
RITM,"RATNAPURI INSTITUTE OF TECH. COLL. OF POLYTECHNIC, TURAKALA KHANAPUR",CS,12000,M,OU,BC_B,OC_CAP_GEN_UR(0)
TKRC,"T K R COLLEGE OF ENGG. AND TECHNOLOGY, MIRPET",EE,12000,F,OU,BC_D,BC_D_GEN_UR
MBNR,"GOVT POLYTECHNIC , MAHABUB NAGAR",EE,12000,M,OU,BC_A,BC_A_GEN_OU
MASB,"GOVT POLYTECHNIC, MASAB TANK",ME,12015,F,OU,SC,SC_GIRLS_OU
TKRC,"T K R COLLEGE OF ENGG. AND TECHNOLOGY, MIRPET",CS,12020,M,OU,BC_E,BC_E_GEN_OU
ELEN,"ELLENKI COLLGE OF ENGG. AND TECHNOLOGY, PATANCHERU",CS,12024,F,OU,BC_E,OC_GIRLS_OU
QQHD,"QQ GOVT POLYTECHNIC , CHENDULALBARADARI",CS,12024,M,OU,BC_E,OC_GEN_OU
PRKL,"GOVERNMENT POLYTECHNIC, PARKAL",EC,12024,M,OU,BC_B,BC_B_GEN_OU
SRRS,"SRRS GOVT POLYTECHNIC, SIRCILLA",EE,12024,M,OU,BC_D,OC_GEN_OU
IOES,"GOVT INSTITUTE OF ELECTRONICS, SECUNDERABAD",CCB,12035,M,OU,BC_A,BC_A_GEN_AU
JNGP,"J N GOVT POLYTECHNIC, RAMANTHAPUR",CE,12035,M,OU,BC_A,BC_A_GEN_OU
JNGP,"J N GOVT POLYTECHNIC, RAMANTHAPUR",CE,12035,M,OU,BC_A,BC_A_GEN_OU
SBIT,"SWARNA BHARATHI INSTITUTE OF SCI. AND TECHNOLOGY, KHAMMAM",CS,12035,F,OU,BC_A,OC_GIRLS_OU
ELEN,"ELLENKI COLLGE OF ENGG. AND TECHNOLOGY, PATANCHERU",CS,12035,M,OU,BC_B,BC_B_GEN_UR
GPWS,"GOVT POLYTECHNIC FOR WOMEN, SECUNDERABAD",EC,12035,F,OU,OC,EWS_GIRLS_OU
SMSK,"SAMSKRUTHI COLLEGE OF ENGG. AND TECHNOLOGY., GHATKESAR",CS,12051,F,OU,BC_D,OC_GIRLS_OU
SDPT,"GOVT.POLYTECHNIC, SIDDIPET",EC,12051,F,OU,BC_A,BC_A_GIRLS_UR
GPWS,"GOVT POLYTECHNIC FOR WOMEN, SECUNDERABAD",EC,12051,F,OU,SC,SC_GIRLS_OU
GPWS,"GOVT POLYTECHNIC FOR WOMEN, SECUNDERABAD",EC,12051,F,OU,SC,SC_GIRLS_OU
TKRC,"T K R COLLEGE OF ENGG. AND TECHNOLOGY, MIRPET",EE,12051,M,OU,SC,SC_GEN_OU
MGHA,"MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN, GHATKESAR",EC,12070,F,OU,BC_A,OC_GIRLS_UR
SGRD,"GOVERNMENT POLYTECHNIC, SANGA REDDY",EC,12070,M,OU,BC_A,BC_A_GEN_OU
PRKL,"GOVERNMENT POLYTECHNIC, PARKAL",EC,12070,F,OU,BC_B,BC_B_GIRLS_OU
IOES,"GOVT INSTITUTE OF ELECTRONICS, SECUNDERABAD",CCB,12082,F,OU,SC,SC_GEN_OU
GPWS,"GOVT POLYTECHNIC FOR WOMEN, SECUNDERABAD",CS,12082,F,OU,ST,ST_GIRLS_OU
WRGL,"GOVT POLYTECHNIC, WARANGAL",CS,12082,M,OU,ST,ST_GEN_OU
BLMP,"GOVT POLYTECHNIC, BELLAMPALLI",EE,12082,M,OU,BC_D,BC_D_GEN_UR
IOES,"GOVT INSTITUTE OF ELECTRONICS, SECUNDERABAD",CPS,12100,M,OU,BC_A,BC_A_GEN_AU
GZWL,"GOVT MODEL RESIDENTIAL POLYTECHNIC, GAJWEL",EC,12100,M,OU,BC_B,BC_B_GEN_OU
GWMB,"GOVT POLY. FOR WOMEN AND MINORITIES, BADANGPET",EC,12100,F,OU,BC_D,LMK_GIRLS_OU
ANRK,"ANURAG ENGINNERING COLLGE, KODAD",CS,12105,M,OU,SC,OC_GEN_UR
SMSK,"SAMSKRUTHI COLLEGE OF ENGG. AND TECHNOLOGY., GHATKESAR",AI,12111,F,OU,BC_D,BC_D_GIRLS_UR
VREC,"VIJAYA RURAL ENGINEERING COLLEGE, NIZAMABAD",CS,12111,F,OU,BC_D,OC_PHV_GIRLS_OU
JPNE,"JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING, MAHABUBNAGAR",CS,12111,F,OU,BC_A,OC_GIRLS_OU
RITM,"RATNAPURI INSTITUTE OF TECH. COLL. OF POLYTECHNIC, TURAKALA KHANAPUR",CS,12111,M,OU,BC_B,OC_GEN_OU
IOES,"GOVT INSTITUTE OF ELECTRONICS, SECUNDERABAD",ES,12111,F,OU,BC_B,BC_B_GEN_AU
WRGL,"GOVT POLYTECHNIC, WARANGAL",CE,12123,M,OU,BC_A,OC_GEN_OU
MGHA,"MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN, GHATKESAR",CS,12123,F,OU,BC_B,BC_B_GIRLS_OU
NAWB,"NAWAB SHAH ALAM KHAN COLL OF ENGG AND TECH, NEW MALAKPET",CS,12123,F,OU,BC_E,BC_E_GIRLS_OU
ELEN,"ELLENKI COLLGE OF ENGG. AND TECHNOLOGY, PATANCHERU",CS,12123,M,OU,BC_D,BC_D_GEN_UR
JGPT,"GOVT.POLYTECHNIC, JOGIPET",EC,12123,M,OU,OC,OC_PHH_GEN_OU
JNGP,"J N GOVT POLYTECHNIC, RAMANTHAPUR",EE,12123,M,OU,BC_E,BC_E_GEN_UR
IOES,"GOVT INSTITUTE OF ELECTRONICS, SECUNDERABAD",BM,12136,M,OU,BC_A,BC_A_GEN_UR
DDHD,"S D D TT I FOR WOMEN, HYDERABAD",CE,12136,F,OU,BC_B,BC_B_GIRLS_UR
NZBD,"GOVT POLYTECHNIC , NIZAMABAD",EC,12146,F,OU,BC_A,BC_A_GIRLS_OU
SRPW,"GOVT POLYTECHNIC FOR WOMEN, SURYAPET",EC,12146,F,OU,BC_D,BC_D_GIRLS_UR
GWNZ,"GOVT POLYTECHNIC FOR WOMEN, NIZAMABAD",CE,12155,F,OU,BC_D,OC_CAP_GIRLS_UR(0)
VMRH,"VMR POLYTECHNIC, HANAMKONDA",AI,12158,M,OU,BC_E,OC_CAP_GEN_UR(0)
VGSE,"VAAGESHWARI COLL. OF ENGINEERING, KARIMNAGAR",CS,12161,F,OU,BC_B,BC_B_GIRLS_OU
TCEK,"TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY, PEDDAPALLY",CS,12161,F,OU,BC_B,BC_B_CAP_GIRLS_UR( 0)
SMCD,"ST MARYS ENGINEERING COLLEGE, DESHMUKHI",CS,12161,M,OU,BC_D,OC_GEN_OU
NDPT,"GOVT.POLYTECHNIC, NANDIPET",EC,12161,M,OU,BC_D,BC_D_GEN_OU
SDPT,"GOVT.POLYTECHNIC, SIDDIPET",EC,12161,M,OU,BC_A,BC_A_GEN_OU
KTGM,"GOVT POLYTECHNIC , KOTHAGUDEM",EE,12161,F,OU,SC,SC_GIRLS_UR
NZBD,"GOVT POLYTECHNIC , NIZAMABAD",EE,12170,M,OU,BC_B,BC_B_GEN_OU
MGHA,"MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN, GHATKESAR",CS,12184,F,OU,BC_B,BC_B_GIRLS_OU
SVSE,"SVS GRP OF INSTNS - SVS INST OF TECH., HANAMKONDA",CS,12184,M,OU,OC,OC_CAP_GEN_UR(0)
QQHD,"QQ GOVT POLYTECHNIC , CHENDULALBARADARI",CS,12195,M,OU,BC_E,OC_GEN_OU
QQHD,"QQ GOVT POLYTECHNIC , CHENDULALBARADARI",EC,12195,M,OU,BC_E,BC_E_GEN_OU
IOES,"GOVT INSTITUTE OF ELECTRONICS, SECUNDERABAD",CCB,12205,M,OU,SC,SC_GEN_AU
NZBD,"GOVT POLYTECHNIC , NIZAMABAD",EC,12205,F,OU,BC_A,BC_A_GIRLS_OU
JPNE,"JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING, MAHABUBNAGAR",CS,12212,M,OU,BC_D,OC_GEN_OU
BRIL,"BRILLIANT INSTT OF ENGG AND TECHNOLOGY, HAYATHNAGAR",CS,12216,M,OU,BC_E,BC_E_GEN_UR
WRGL,"GOVT POLYTECHNIC, WARANGAL",EC,12222,M,OU,OC,EWS_GEN_OU
GDWL,"GOVERNMENT POLYTECHNIC, GADWAL",EC,12226,F,OU,OC,OC_PHO_GIRLS_OU
NALG,"GOVT POLYTECHNIC , NALGONDA",EE,12226,M,OU,BC_D,BC_D_GEN_OU
MTEC,"MOTHER THERESA COLLEGE OF ENGG. AND TECHNOLOGY, PEDDAPALLY",EE,12226,M,OU,SC,OC_GEN_OU
IOES,"GOVT INSTITUTE OF ELECTRONICS, SECUNDERABAD",CCB,12236,M,OU,SC,SC_PHV_GEN_AU
NZBD,"GOVT POLYTECHNIC , NIZAMABAD",CS,12236,F,OU,SC,SC_GIRLS_OU
PBRW,"GOVERNMENT POLYTECHNIC FOR WOMEN, PEBBAIR",EC,12236,F,OU,BC_B,OC_PHO_GIRLS_OU
IOES,"GOVT INSTITUTE OF ELECTRONICS, SECUNDERABAD",EV,12236,M,OU,OC,OC_GEN_AU
BRAW,"B R AMBEDKAR GMR POLYTECHNIC FOR WOMEN, KARIMNAGAR",CS,12244,F,OU,OC,EWS_GIRLS_OU
GPWS,"GOVT POLYTECHNIC FOR WOMEN, SECUNDERABAD",CE,12247,F,OU,BC_A,BC_A_GIRLS_OU
MBNR,"GOVT POLYTECHNIC , MAHABUB NAGAR",CE,12250,M,OU,BC_E,BC_E_GEN_UR
NZBD,"GOVT POLYTECHNIC , NIZAMABAD",EE,12250,F,OU,BC_D,BC_D_GIRLS_UR
MDKW,"GOVT POLYTECHNIC FOR WOMEN, MEDAK",EC,12255,F,OU,BC_D,BC_D_GIRLS_OU
QQHD,"QQ GOVT POLYTECHNIC , CHENDULALBARADARI",CS,12259,M,OU,BC_D,OC_GEN_OU
MASB,"GOVT POLYTECHNIC, MASAB TANK",EC,12259,M,OU,BC_D,BC_D_GEN_OU
MHVR,"MAHAVEER INSTITUTE OF SCI. AND TECHNOLOGY, BANDLAGUDA",CE,12266,M,OU,OC,OC_GEN_UR
SDPW,"GOVERNMENT POLYTECHNIC FOR WOMEN, SIDDIPET",CS,12270,F,OU,SC,SC_GIRLS_OU
MDCL,"GOVERNMENT POLYTECHNIC, MEDCHAL",EC,12270,M,OU,SC,SC_GEN_OU
PBRW,"GOVERNMENT POLYTECHNIC FOR WOMEN, PEBBAIR",EC,12276,F,OU,BC_D,BC_D_GIRLS_UR
MBNR,"GOVT POLYTECHNIC , MAHABUB NAGAR",EE,12281,F,OU,OC,OC_GEN_OU
SDES,"SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE, IBRAHIMPATAN",CS,12288,M,OU,BC_A,OC_GEN_OU
WRGL,"GOVT POLYTECHNIC, WARANGAL",EC,12290,F,OU,BC_E,"BC_E_SG_GIRLS_OU(0
)"
SMCD,"ST MARYS ENGINEERING COLLEGE, DESHMUKHI",CS,12299,M,OU,BC_D,BC_D_GEN_OU
VMRH,"VMR POLYTECHNIC, HANAMKONDA",CS,12303,M,OU,BC_B,BC_B_GEN_OU
SRPW,"GOVT POLYTECHNIC FOR WOMEN, SURYAPET",CS,12307,F,OU,BC_B,BC_B_GIRLS_OU
PRKL,"GOVERNMENT POLYTECHNIC, PARKAL",EC,12315,M,OU,BC_D,BC_D_GEN_OU
TRRM,"TRR POLYTECHNIC , MEERPET",CS,12316,M,OU,BC_B,BC_B_GEN_UR
GWMB,"GOVT POLY. FOR WOMEN AND MINORITIES, BADANGPET",CS,12320,F,OU,BC_B,LMK_GIRLS_UR
MASB,"GOVT POLYTECHNIC, MASAB TANK",AU,12323,M,OU,BC_B,BC_B_GEN_OU
TKEM,"TEEGALA KRISHNA REDDY ENGINEERING COLLEGE, MIRPET",CS,12335,M,OU,BC_D,BC_D_GEN_OU
TKEM,"TEEGALA KRISHNA REDDY ENGINEERING COLLEGE, MIRPET",CS,12337,M,OU,BC_D,BC_D_GEN_OU
SDPT,"GOVT.POLYTECHNIC, SIDDIPET",EC,12338,M,OU,OC,EWS_GEN_UR
JNGP,"J N GOVT POLYTECHNIC, RAMANTHAPUR",CE,12343,F,OU,BC_B,BC_B_GIRLS_OU
GWMB,"GOVT POLY. FOR WOMEN AND MINORITIES, BADANGPET",CS,12347,F,OU,BC_D,LMK_GIRLS_OU
TKEM,"TEEGALA KRISHNA REDDY ENGINEERING COLLEGE, MIRPET",CS,12349,M,OU,BC_B,BC_B_GEN_OU
IOES,"GOVT INSTITUTE OF ELECTRONICS, SECUNDERABAD",CS,12354,F,OU,ST,ST_GIRLS_UR
IITT,"INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY, SIDDIPET",CS,12356,F,OU,BC_D,OC_GEN_OU
NALG,"GOVT POLYTECHNIC , NALGONDA",EE,12361,M,OU,BC_D,BC_D_GEN_OU
ADBP,"S.G GOVT POLYTECHNIC, ADILABAD",CS,12364,M,OU,SC,SC_GEN_OU
TKEM,"TEEGALA KRISHNA REDDY ENGINEERING COLLEGE, MIRPET",CS,12366,F,OU,BC_D,BC_D_GIRLS_OU
WNPT,"KDR GOVT POLYTECHNIC, WANAPARTHY",CS,12368,F,OU,SC,SC_PHO_GEN_OU
JNGP,"J N GOVT POLYTECHNIC, RAMANTHAPUR",CE,12372,M,OU,BC_D,BC_D_GEN_OU
WITS,"WARANGAL INST OF TECHNOLOGY SCIENCE, WARANGAL",CS,12372,F,OU,BC_D,BC_D_GEN_UR
WRGL,"GOVT POLYTECHNIC, WARANGAL",EE,12372,M,OU,ST,ST_GEN_UR
QQHD,"QQ GOVT POLYTECHNIC , CHENDULALBARADARI",CS,12376,M,OU,BC_E,OC_PHH_GEN_OU
WRGL,"GOVT POLYTECHNIC, WARANGAL",ME,12376,M,OU,BC_A,BC_A_GEN_UR
JNGP,"J N GOVT POLYTECHNIC, RAMANTHAPUR",EE,12394,F,OU,SC,SC_GIRLS_OU
WNPT,"KDR GOVT POLYTECHNIC, WANAPARTHY",CS,12398,F,OU,BC_B,BC_B_GIRLS_OU
SMSK,"SAMSKRUTHI COLLEGE OF ENGG. AND TECHNOLOGY., GHATKESAR",AI,12404,F,OU,BC_D,OC_GIRLS_OU
HOLY,"HOLY MARY INSTITUTE OF TECH. SCIENCE, KEESARA",CE,12412,M,OU,BC_B,BC_B_GEN_UR
NSPR,"GOVT.POLYTECHNIC, GOMARAM  Near NARSAPUR",CE,12412,M,OU,BC_D,OC_GEN_UR
NAWB,"NAWAB SHAH ALAM KHAN COLL OF ENGG AND TECH, NEW MALAKPET",CE,12412,M,OU,OC,OC_GEN_UR
PBRW,"GOVERNMENT POLYTECHNIC FOR WOMEN, PEBBAIR",EC,12412,F,OU,BC_B,OC_GIRLS_OU
DDHD,"S D D TT I FOR WOMEN, HYDERABAD",EE,12412,F,OU,BC_D,OC_GIRLS_SVU
JNGP,"J N GOVT POLYTECHNIC, RAMANTHAPUR",EE,12412,F,OU,BC_E,BC_E_GIRLS_OU
GWNZ,"GOVT POLYTECHNIC FOR WOMEN, NIZAMABAD",EC,12425,F,OU,BC_B,BC_B_GIRLS_OU
VMRH,"VMR POLYTECHNIC, HANAMKONDA",EC,12425,M,OU,BC_D,OC_GEN_UR
SDPT,"GOVT.POLYTECHNIC, SIDDIPET",EC,12428,F,OU,SC,SC_GEN_UR
GWNZ,"GOVT POLYTECHNIC FOR WOMEN, NIZAMABAD",CE,12434,F,OU,BC_D,BC_D_GIRLS_UR
MDKW,"GOVT POLYTECHNIC FOR WOMEN, MEDAK",CS,12434,F,OU,SC,SC_GIRLS_OU
TKEM,"TEEGALA KRISHNA REDDY ENGINEERING COLLEGE, MIRPET",CS,12434,M,OU,BC_B,BC_B_GEN_OU
SCCL,"SINGARENI COLLIERIES POLYTECHNIC COLLEGE, NASPUR",CS,12434,F,OU,SC,SC_GIRLS_OU
MHVR,"MAHAVEER INSTITUTE OF SCI. AND TECHNOLOGY, BANDLAGUDA",EC,12434,M,OU,BC_A,BC_A_GEN_UR
ZHBD,"SS GOVT POLYTECHNIC , ZAHIRABAD",EE,12434,F,OU,BC_D,OC_GEN_UR
NZBD,"GOVT POLYTECHNIC , NIZAMABAD",CS,12448,M,OU,ST,ST_GEN_OU
SCCL,"SINGARENI COLLIERIES POLYTECHNIC COLLEGE, NASPUR",EE,12448,M,OU,BC_E,"BC_E_CAP_GEN_UR(0
)"
JMTS,"JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI., KARIMNAGAR",CS,12455,F,OU,BC_E,OC_GEN_OU
BRAW,"B R AMBEDKAR GMR POLYTECHNIC FOR WOMEN, KARIMNAGAR",CS,12455,F,OU,SC,SC_GIRLS_OU
JMTS,"JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI., KARIMNAGAR",CS,12459,M,OU,BC_E,OC_GEN_OU
MHVR,"MAHAVEER INSTITUTE OF SCI. AND TECHNOLOGY, BANDLAGUDA",CS,12459,M,OU,ST,ST_GEN_OU
BRAW,"B R AMBEDKAR GMR POLYTECHNIC FOR WOMEN, KARIMNAGAR",CS,12463,F,OU,SC,SC_GIRLS_OU
MDKW,"GOVT POLYTECHNIC FOR WOMEN, MEDAK",EC,12463,F,OU,BC_B,BC_B_GIRLS_OU
JNGP,"J N GOVT POLYTECHNIC, RAMANTHAPUR",ME,12470,M,OU,BC_D,BC_D_GEN_UR
MGHA,"MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN, GHATKESAR",CS,12475,F,OU,BC_D,BC_D_GIRLS_UR
JNGP,"J N GOVT POLYTECHNIC, RAMANTHAPUR",ME,12475,M,OU,BC_B,BC_B_GEN_OU
VMRH,"VMR POLYTECHNIC, HANAMKONDA",CS,12483,M,OU,BC_D,BC_D_GEN_OU
SMSK,"SAMSKRUTHI COLLEGE OF ENGG. AND TECHNOLOGY., GHATKESAR",CS,12483,M,OU,BC_D,BC_D_GEN_OU
MASB,"GOVT POLYTECHNIC, MASAB TANK",AU,12493,M,OU,BC_B,BC_B_GEN_OU
NZBD,"GOVT POLYTECHNIC , NIZAMABAD",CE,12493,M,OU,BC_B,BC_B_GEN_OU
WNPT,"KDR GOVT POLYTECHNIC, WANAPARTHY",CS,12493,M,OU,OC,ST_GEN_OU
HOLY,"HOLY MARY INSTITUTE OF TECH. SCIENCE, KEESARA",EC,12493,F,OU,BC_B,OC_CAP_GEN_UR(0)
SAIS,"SAI SPURTI INSTITUTE OF TECHNOLOGY, SATHUPALLY",EC,12493,M,OU,BC_E,"BC_A_CAP_GEN_UR(0
)"
IOES,"GOVT INSTITUTE OF ELECTRONICS, SECUNDERABAD",CCB,12511,M,OU,ST,ST_GEN_UR
IOES,"GOVT INSTITUTE OF ELECTRONICS, SECUNDERABAD",CPS,12520,M,OU,SC,SC_GEN_AU
JMTS,"JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI., KARIMNAGAR",CS,12520,M,OU,BC_D,OC_GEN_OU
JNGP,"J N GOVT POLYTECHNIC, RAMANTHAPUR",CE,12530,M,OU,BC_D,BC_D_GEN_UR
QQHD,"QQ GOVT POLYTECHNIC , CHENDULALBARADARI",ME,12530,M,OU,OC,OC_GEN_OU
JNGP,"J N GOVT POLYTECHNIC, RAMANTHAPUR",CE,12535,M,OU,SC,SC_GEN_OU
QQHD,"QQ GOVT POLYTECHNIC , CHENDULALBARADARI",EC,12535,F,OU,BC_D,BC_D_GIRLS_OU
BRIL,"BRILLIANT INSTT OF ENGG AND TECHNOLOGY, HAYATHNAGAR",EE,12535,M,OU,ST,OC_GEN_OU
JNGP,"J N GOVT POLYTECHNIC, RAMANTHAPUR",ME,12535,M,OU,BC_B,BC_B_GEN_OU
TKRC,"T K R COLLEGE OF ENGG. AND TECHNOLOGY, MIRPET",CS,12548,M,OU,BC_D,OC_GEN_OU
SRRS,"SRRS GOVT POLYTECHNIC, SIRCILLA",EE,12548,M,OU,BC_B,BC_B_GEN_UR
WRGL,"GOVT POLYTECHNIC, WARANGAL",ME,12548,M,OU,BC_B,OC_GEN_OU
SGMA,"S G M GOVT POLYTECHNIC, ABDULLAPURMET",CS,12562,M,OU,ST,ST_PHV_GEN_OU
RITM,"RATNAPURI INSTITUTE OF TECH. COLL. OF POLYTECHNIC, TURAKALA KHANAPUR",CS,12562,F,OU,BC_B,BC_B_GEN_UR
SRPW,"GOVT POLYTECHNIC FOR WOMEN, SURYAPET",CS,12562,F,OU,BC_A,BC_A_GIRLS_OU
NZBD,"GOVT POLYTECHNIC , NIZAMABAD",EC,12562,F,OU,BC_A,BC_A_GEN_OU
JGPT,"GOVT.POLYTECHNIC, JOGIPET",EC,12562,F,OU,BC_A,BC_A_GIRLS_OU
GDWL,"GOVERNMENT POLYTECHNIC, GADWAL",EC,12562,M,OU,BC_B,BC_B_GEN_OU
MGHA,"MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN, GHATKESAR",CS,12575,F,OU,BC_D,BC_D_GIRLS_OU
BLMP,"GOVT POLYTECHNIC, BELLAMPALLI",MN,12575,M,OU,BC_D,OC_GEN_OU
VMRH,"VMR POLYTECHNIC, HANAMKONDA",CS,12600,M,OU,ST,ST_GEN_UR
ELEN,"ELLENKI COLLGE OF ENGG. AND TECHNOLOGY, PATANCHERU",CS,12600,M,OU,BC_B,"BC_B_CAP_GEN_UR(0
)"
MTEC,"MOTHER THERESA COLLEGE OF ENGG. AND TECHNOLOGY, PEDDAPALLY",CS,12622,M,OU,BC_E,OC_GEN_UR
GDWL,"GOVERNMENT POLYTECHNIC, GADWAL",EC,12622,M,OU,BC_B,BC_B_GEN_OU
JPNE,"JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING, MAHABUBNAGAR",CS,12634,F,OU,BC_B,OC_GIRLS_OU
TKRC,"T K R COLLEGE OF ENGG. AND TECHNOLOGY, MIRPET",CS,12634,M,OU,BC_E,BC_E_GEN_OU
VMRH,"VMR POLYTECHNIC, HANAMKONDA",CS,12651,M,OU,BC_D,BC_D_GEN_OU
QQHD,"QQ GOVT POLYTECHNIC , CHENDULALBARADARI",CS,12651,F,OU,SC,SC_GIRLS_OU
NDPT,"GOVT.POLYTECHNIC, NANDIPET",EC,12651,F,OU,BC_A,BC_A_GIRLS_OU
BLMP,"GOVT POLYTECHNIC, BELLAMPALLI",EE,12651,M,OU,BC_A,BC_A_GEN_OU
IOES,"GOVT INSTITUTE OF ELECTRONICS, SECUNDERABAD",EI,12651,M,OU,BC_B,BC_B_GEN_UR
MASB,"GOVT POLYTECHNIC, MASAB TANK",AU,12661,M,OU,BC_D,BC_D_GEN_OU
JNGP,"J N GOVT POLYTECHNIC, RAMANTHAPUR",CH,12661,M,OU,BC_B,OC_GEN_OU
MDKW,"GOVT POLYTECHNIC FOR WOMEN, MEDAK",EC,12664,F,OU,BC_B,BC_B_GIRLS_OU
BRAW,"B R AMBEDKAR GMR POLYTECHNIC FOR WOMEN, KARIMNAGAR",CS,12666,F,OU,SC,SC_GIRLS_OU
AITH,"ANNAMACHARYA INST. OF TECHNOLOGY. AND SCI., HAYATHNAGAR",CS,12666,M,OU,BC_B,"BC_B_CAP_GEN_UR(0
)"
MASB,"GOVT POLYTECHNIC, MASAB TANK",CE,12669,F,OU,SC,SC_GIRLS_OU
QQHD,"QQ GOVT POLYTECHNIC , CHENDULALBARADARI",CS,12669,M,OU,BC_E,BC_E_GEN_OU
JGPW,"GOVERNMENT POLYTECHNIC FOR WOMEN, JOGIPET",EC,12673,F,OU,BC_B,BC_B_GIRLS_OU
TKEM,"TEEGALA KRISHNA REDDY ENGINEERING COLLEGE, MIRPET",EE,12673,M,OU,BC_B,OC_GEN_UR
JMTS,"JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI., KARIMNAGAR",CS,12678,F,OU,BC_A,BC_A_GEN_UR
